property,property,property,property,actual,predicted
5,3,1,0,Iris-setosa,Iris-setosa
5,3,1,0,Iris-setosa,Iris-setosa
5,3,4,1,Iris-versicolor,Iris-setosa
4,3,1,0,Iris-setosa,Iris-setosa
6,2,4,1,Iris-versicolor,Iris-setosa
5,2,3,1,Iris-versicolor,Iris-setosa
5,2,4,1,Iris-versicolor,Iris-setosa
5,3,1,0,Iris-setosa,Iris-setosa
4,3,1,0,Iris-setosa,Iris-setosa
6,2,4,1,Iris-versicolor,Iris-setosa
7,3,4,1,Iris-versicolor,Iris-setosa
6,3,4,1,Iris-versicolor,Iris-setosa
6,2,4,1,Iris-versicolor,Iris-setosa
5,3,1,0,Iris-setosa,Iris-setosa
5,3,1,0,Iris-setosa,Iris-setosa
4,3,1,0,Iris-setosa,Iris-setosa
5,3,1,0,Iris-setosa,Iris-setosa
5,3,1,0,Iris-setosa,Iris-setosa
5,4,1,0,Iris-setosa,Iris-setosa
6,3,4,1,Iris-versicolor,Iris-setosa
4,3,1,0,Iris-setosa,Iris-setosa
5,2,3,1,Iris-versicolor,Iris-setosa
4,3,1,0,Iris-setosa,Iris-setosa
5,2,4,1,Iris-versicolor,Iris-setosa
5,3,1,0,Iris-setosa,Iris-setosa
5,3,1,0,Iris-setosa,Iris-setosa
4,2,1,0,Iris-setosa,Iris-setosa
5,3,1,0,Iris-setosa,Iris-setosa
6,2,4,1,Iris-versicolor,Iris-setosa
5,3,4,1,Iris-versicolor,Iris-setosa
5,2,3,1,Iris-versicolor,Iris-setosa
4,3,1,0,Iris-setosa,Iris-setosa
6,3,4,1,Iris-versicolor,Iris-setosa
6,2,4,1,Iris-versicolor,Iris-setosa
4,3,1,0,Iris-setosa,Iris-setosa
4,3,1,0,Iris-setosa,Iris-setosa
6,3,4,1,Iris-versicolor,Iris-setosa
4,3,1,0,Iris-setosa,Iris-setosa
5,3,1,0,Iris-setosa,Iris-setosa
6,2,4,1,Iris-versicolor,Iris-setosa
6,2,4,1,Iris-versicolor,Iris-setosa
5,2,4,1,Iris-versicolor,Iris-setosa
4,3,1,0,Iris-setosa,Iris-setosa
6,3,4,1,Iris-versicolor,Iris-setosa
5,3,4,1,Iris-versicolor,Iris-setosa
5,2,4,1,Iris-versicolor,Iris-setosa
5,3,4,1,Iris-versicolor,Iris-setosa
6,2,4,1,Iris-versicolor,Iris-setosa
4,3,1,0,Iris-setosa,Iris-setosa
4,3,1,0,Iris-setosa,Iris-setosa
5,3,1,0,Iris-setosa,Iris-setosa
5,3,1,0,Iris-setosa,Iris-setosa
6,2,4,1,Iris-versicolor,Iris-setosa
5,3,1,0,Iris-setosa,Iris-setosa
5,4,1,0,Iris-setosa,Iris-setosa
6,2,4,1,Iris-versicolor,Iris-setosa
5,3,1,0,Iris-setosa,Iris-setosa
5,3,1,0,Iris-setosa,Iris-setosa
6,3,4,1,Iris-versicolor,Iris-setosa
5,3,1,0,Iris-setosa,Iris-setosa
5,2,3,1,Iris-versicolor,Iris-setosa
5,3,1,0,Iris-setosa,Iris-setosa
5,2,3,1,Iris-versicolor,Iris-setosa
5,2,3,1,Iris-versicolor,Iris-setosa
5,2,3,1,Iris-versicolor,Iris-setosa
5,2,4,1,Iris-versicolor,Iris-setosa
5,2,4,1,Iris-versicolor,Iris-setosa
4,3,1,0,Iris-setosa,Iris-setosa
5,3,1,0,Iris-setosa,Iris-setosa
6,2,4,1,Iris-versicolor,Iris-setosa
4,3,1,0,Iris-setosa,Iris-setosa
5,3,1,0,Iris-setosa,Iris-setosa
6,2,4,1,Iris-versicolor,Iris-setosa
5,3,1,0,Iris-setosa,Iris-setosa
5,2,3,1,Iris-versicolor,Iris-setosa
5,3,1,0,Iris-setosa,Iris-setosa
5,3,1,0,Iris-setosa,Iris-setosa
5,3,4,1,Iris-versicolor,Iris-setosa
4,3,1,0,Iris-setosa,Iris-setosa
5,2,4,1,Iris-versicolor,Iris-setosa
