property,property,property,property,actual,predicted
5,2,3,1,Iris-versicolor,Iris-versicolor
4,3,1,0,Iris-setosa,Iris-versicolor
5,2,4,1,Iris-versicolor,Iris-versicolor
4,3,1,0,Iris-setosa,Iris-versicolor
6,2,4,1,Iris-versicolor,Iris-versicolor
5,3,1,0,Iris-setosa,Iris-versicolor
4,3,1,0,Iris-setosa,Iris-versicolor
5,3,1,0,Iris-setosa,Iris-versicolor
4,3,1,0,Iris-setosa,Iris-versicolor
5,3,1,0,Iris-setosa,Iris-versicolor
5,4,1,0,Iris-setosa,Iris-versicolor
6,3,4,1,Iris-versicolor,Iris-versicolor
5,3,4,1,Iris-versicolor,Iris-versicolor
5,2,4,1,Iris-versicolor,Iris-versicolor
4,3,1,0,Iris-setosa,Iris-versicolor
5,2,3,1,Iris-versicolor,Iris-versicolor
6,3,4,1,Iris-versicolor,Iris-versicolor
6,2,4,1,Iris-versicolor,Iris-versicolor
4,3,1,0,Iris-setosa,Iris-versicolor
5,3,4,1,Iris-versicolor,Iris-versicolor
5,3,1,0,Iris-setosa,Iris-versicolor
5,3,1,0,Iris-setosa,Iris-versicolor
4,3,1,0,Iris-setosa,Iris-versicolor
5,3,1,0,Iris-setosa,Iris-versicolor
5,3,1,0,Iris-setosa,Iris-versicolor
6,3,4,1,Iris-versicolor,Iris-versicolor
5,3,1,0,Iris-setosa,Iris-versicolor
6,2,4,1,Iris-versicolor,Iris-versicolor
6,3,4,1,Iris-versicolor,Iris-versicolor
5,2,4,1,Iris-versicolor,Iris-versicolor
5,3,1,0,Iris-setosa,Iris-versicolor
5,2,4,1,Iris-versicolor,Iris-versicolor
5,3,1,0,Iris-setosa,Iris-versicolor
5,3,1,0,Iris-setosa,Iris-versicolor
5,4,1,0,Iris-setosa,Iris-versicolor
5,2,3,1,Iris-versicolor,Iris-versicolor
5,2,4,1,Iris-versicolor,Iris-versicolor
4,3,1,0,Iris-setosa,Iris-versicolor
5,3,4,1,Iris-versicolor,Iris-versicolor
4,3,1,0,Iris-setosa,Iris-versicolor
6,2,4,1,Iris-versicolor,Iris-versicolor
4,3,1,0,Iris-setosa,Iris-versicolor
5,3,1,0,Iris-setosa,Iris-versicolor
5,3,1,0,Iris-setosa,Iris-versicolor
5,3,1,0,Iris-setosa,Iris-versicolor
6,2,4,1,Iris-versicolor,Iris-versicolor
5,2,4,1,Iris-versicolor,Iris-versicolor
6,3,4,1,Iris-versicolor,Iris-versicolor
6,2,4,1,Iris-versicolor,Iris-versicolor
5,2,3,1,Iris-versicolor,Iris-versicolor
5,2,3,1,Iris-versicolor,Iris-versicolor
5,3,1,0,Iris-setosa,Iris-versicolor
4,3,1,0,Iris-setosa,Iris-versicolor
6,2,4,1,Iris-versicolor,Iris-versicolor
5,3,1,0,Iris-setosa,Iris-versicolor
6,2,4,1,Iris-versicolor,Iris-versicolor
5,3,1,0,Iris-setosa,Iris-versicolor
5,3,1,0,Iris-setosa,Iris-versicolor
5,2,3,1,Iris-versicolor,Iris-versicolor
4,2,1,0,Iris-setosa,Iris-versicolor
5,2,3,1,Iris-versicolor,Iris-versicolor
4,3,1,0,Iris-setosa,Iris-versicolor
5,3,1,0,Iris-setosa,Iris-versicolor
5,3,4,1,Iris-versicolor,Iris-versicolor
6,3,4,1,Iris-versicolor,Iris-versicolor
6,3,4,1,Iris-versicolor,Iris-versicolor
5,3,1,0,Iris-setosa,Iris-versicolor
5,2,3,1,Iris-versicolor,Iris-versicolor
6,2,4,1,Iris-versicolor,Iris-versicolor
6,2,4,1,Iris-versicolor,Iris-versicolor
4,3,1,0,Iris-setosa,Iris-versicolor
5,3,4,1,Iris-versicolor,Iris-versicolor
5,3,4,1,Iris-versicolor,Iris-versicolor
4,2,1,0,Iris-setosa,Iris-versicolor
4,3,1,0,Iris-setosa,Iris-versicolor
5,3,1,0,Iris-setosa,Iris-versicolor
4,3,1,0,Iris-setosa,Iris-versicolor
6,2,4,1,Iris-versicolor,Iris-versicolor
4,3,1,0,Iris-setosa,Iris-versicolor
5,3,1,0,Iris-setosa,Iris-versicolor
