property,property,property,property,actual,predicted
806,320,627,192,Iris-versicolor,Iris-versicolor
819,409,576,192,Iris-versicolor,Iris-versicolor
742,345,499,153,Iris-versicolor,Iris-versicolor
704,448,166,25,Iris-setosa,Iris-versicolor
691,384,576,192,Iris-versicolor,Iris-versicolor
627,396,192,12,Iris-setosa,Iris-versicolor
691,435,217,25,Iris-setosa,Iris-versicolor
665,448,192,25,Iris-setosa,Iris-versicolor
640,256,448,128,Iris-versicolor,Iris-versicolor
627,396,192,12,Iris-setosa,Iris-versicolor
768,345,652,204,Iris-versicolor,Iris-versicolor
729,358,576,166,Iris-versicolor,Iris-versicolor
716,371,460,166,Iris-versicolor,Iris-versicolor
665,524,192,12,Iris-setosa,Iris-versicolor
614,435,243,25,Iris-setosa,Iris-versicolor
844,371,588,166,Iris-versicolor,Iris-versicolor
640,384,204,25,Iris-setosa,Iris-versicolor
691,499,217,51,Iris-setosa,Iris-versicolor
563,384,166,25,Iris-setosa,Iris-versicolor
665,435,179,25,Iris-setosa,Iris-versicolor
652,448,179,38,Iris-setosa,Iris-versicolor
844,384,563,179,Iris-versicolor,Iris-versicolor
768,281,512,128,Iris-versicolor,Iris-versicolor
563,371,179,25,Iris-setosa,Iris-versicolor
652,448,179,25,Iris-setosa,Iris-versicolor
640,409,153,25,Iris-setosa,Iris-versicolor
729,332,448,128,Iris-versicolor,Iris-versicolor
614,384,179,38,Iris-setosa,Iris-versicolor
780,371,601,179,Iris-versicolor,Iris-versicolor
793,371,550,166,Iris-versicolor,Iris-versicolor
857,396,563,179,Iris-versicolor,Iris-versicolor
896,409,601,179,Iris-versicolor,Iris-versicolor
640,294,422,128,Iris-versicolor,Iris-versicolor
640,422,179,25,Iris-setosa,Iris-versicolor
678,473,192,25,Iris-setosa,Iris-versicolor
640,460,179,25,Iris-setosa,Iris-versicolor
640,435,204,51,Iris-setosa,Iris-versicolor
780,384,588,179,Iris-versicolor,Iris-versicolor
729,371,537,166,Iris-versicolor,Iris-versicolor
691,435,192,51,Iris-setosa,Iris-versicolor
780,358,601,153,Iris-versicolor,Iris-versicolor
755,384,537,192,Iris-versicolor,Iris-versicolor
704,307,473,128,Iris-versicolor,Iris-versicolor
704,332,563,153,Iris-versicolor,Iris-versicolor
640,448,204,76,Iris-setosa,Iris-versicolor
614,384,179,12,Iris-setosa,Iris-versicolor
742,345,524,128,Iris-versicolor,Iris-versicolor
640,448,166,38,Iris-setosa,Iris-versicolor
665,345,499,179,Iris-versicolor,Iris-versicolor
691,499,166,51,Iris-setosa,Iris-versicolor
768,435,576,204,Iris-versicolor,Iris-versicolor
755,409,614,230,Iris-versicolor,Iris-versicolor
806,294,563,166,Iris-versicolor,Iris-versicolor
768,371,576,192,Iris-versicolor,Iris-versicolor
704,294,512,166,Iris-versicolor,Iris-versicolor
716,345,537,166,Iris-versicolor,Iris-versicolor
691,473,192,25,Iris-setosa,Iris-versicolor
857,384,640,217,Iris-versicolor,Iris-versicolor
614,396,204,25,Iris-setosa,Iris-versicolor
857,396,601,192,Iris-versicolor,Iris-versicolor
793,281,576,192,Iris-versicolor,Iris-versicolor
704,320,512,166,Iris-versicolor,Iris-versicolor
627,396,192,12,Iris-setosa,Iris-versicolor
588,460,128,25,Iris-setosa,Iris-versicolor
883,396,627,192,Iris-versicolor,Iris-versicolor
563,409,166,25,Iris-setosa,Iris-versicolor
716,384,524,166,Iris-versicolor,Iris-versicolor
652,320,384,140,Iris-versicolor,Iris-versicolor
550,384,140,12,Iris-setosa,Iris-versicolor
588,409,179,25,Iris-setosa,Iris-versicolor
742,332,512,153,Iris-versicolor,Iris-versicolor
704,307,486,140,Iris-versicolor,Iris-versicolor
652,435,192,25,Iris-setosa,Iris-versicolor
652,486,204,25,Iris-setosa,Iris-versicolor
652,473,192,51,Iris-setosa,Iris-versicolor
729,563,192,51,Iris-setosa,Iris-versicolor
716,384,576,192,Iris-versicolor,Iris-versicolor
716,320,499,140,Iris-versicolor,Iris-versicolor
588,435,179,38,Iris-setosa,Iris-versicolor
614,435,204,25,Iris-setosa,Iris-versicolor
