property,property,property,property,actual,predicted
313,198,96,6,Iris-setosa,Iris-versicolor
345,217,96,25,Iris-setosa,Iris-versicolor
320,192,102,12,Iris-setosa,Iris-versicolor
332,217,89,12,Iris-setosa,Iris-versicolor
294,217,89,19,Iris-setosa,Iris-versicolor
326,211,108,32,Iris-setosa,Iris-versicolor
428,192,320,108,Iris-versicolor,Iris-versicolor
358,192,288,96,Iris-versicolor,Iris-versicolor
281,185,89,12,Iris-setosa,Iris-versicolor
371,172,262,64,Iris-versicolor,Iris-versicolor
352,153,236,64,Iris-versicolor,Iris-versicolor
371,166,256,76,Iris-versicolor,Iris-versicolor
320,128,224,64,Iris-versicolor,Iris-versicolor
352,166,281,76,Iris-versicolor,Iris-versicolor
396,185,275,83,Iris-versicolor,Iris-versicolor
358,185,230,83,Iris-versicolor,Iris-versicolor
345,217,108,12,Iris-setosa,Iris-versicolor
352,153,243,70,Iris-versicolor,Iris-versicolor
275,192,70,6,Iris-setosa,Iris-versicolor
320,211,89,12,Iris-setosa,Iris-versicolor
428,198,300,96,Iris-versicolor,Iris-versicolor
294,204,89,12,Iris-setosa,Iris-versicolor
384,185,288,96,Iris-versicolor,Iris-versicolor
384,172,326,102,Iris-versicolor,Iris-versicolor
307,217,102,12,Iris-setosa,Iris-versicolor
352,268,89,12,Iris-setosa,Iris-versicolor
332,172,249,89,Iris-versicolor,Iris-versicolor
339,236,96,12,Iris-setosa,Iris-versicolor
326,160,192,70,Iris-versicolor,Iris-versicolor
320,224,83,19,Iris-setosa,Iris-versicolor
345,249,83,25,Iris-setosa,Iris-versicolor
332,224,96,12,Iris-setosa,Iris-versicolor
326,217,96,12,Iris-setosa,Iris-versicolor
364,243,108,19,Iris-setosa,Iris-versicolor
300,204,102,12,Iris-setosa,Iris-versicolor
352,147,256,83,Iris-versicolor,Iris-versicolor
390,192,294,89,Iris-versicolor,Iris-versicolor
288,147,83,19,Iris-setosa,Iris-versicolor
364,281,96,25,Iris-setosa,Iris-versicolor
320,217,102,25,Iris-setosa,Iris-versicolor
384,140,256,64,Iris-versicolor,Iris-versicolor
326,243,121,25,Iris-setosa,Iris-versicolor
364,166,224,64,Iris-versicolor,Iris-versicolor
326,224,89,19,Iris-setosa,Iris-versicolor
422,185,294,83,Iris-versicolor,Iris-versicolor
281,192,83,12,Iris-setosa,Iris-versicolor
358,172,268,83,Iris-versicolor,Iris-versicolor
377,192,268,96,Iris-versicolor,Iris-versicolor
422,192,281,89,Iris-versicolor,Iris-versicolor
345,192,288,96,Iris-versicolor,Iris-versicolor
345,236,96,12,Iris-setosa,Iris-versicolor
384,217,288,102,Iris-versicolor,Iris-versicolor
326,236,96,25,Iris-setosa,Iris-versicolor
358,192,262,83,Iris-versicolor,Iris-versicolor
320,224,102,38,Iris-setosa,Iris-versicolor
371,256,76,12,Iris-setosa,Iris-versicolor
313,192,89,12,Iris-setosa,Iris-versicolor
403,211,300,102,Iris-versicolor,Iris-versicolor
403,147,281,83,Iris-versicolor,Iris-versicolor
307,198,102,12,Iris-setosa,Iris-versicolor
364,192,268,76,Iris-versicolor,Iris-versicolor
345,249,108,25,Iris-setosa,Iris-versicolor
294,198,96,12,Iris-setosa,Iris-versicolor
441,198,313,96,Iris-versicolor,Iris-versicolor
364,185,268,83,Iris-versicolor,Iris-versicolor
364,179,262,83,Iris-versicolor,Iris-versicolor
448,204,300,89,Iris-versicolor,Iris-versicolor
409,204,288,96,Iris-versicolor,Iris-versicolor
332,262,96,6,Iris-setosa,Iris-versicolor
371,172,249,76,Iris-versicolor,Iris-versicolor
377,204,307,115,Iris-versicolor,Iris-versicolor
313,198,96,6,Iris-setosa,Iris-versicolor
326,243,96,19,Iris-setosa,Iris-versicolor
390,185,300,89,Iris-versicolor,Iris-versicolor
358,160,249,70,Iris-versicolor,Iris-versicolor
409,185,275,83,Iris-versicolor,Iris-setosa
307,192,89,6,Iris-setosa,Iris-versicolor
313,198,96,6,Iris-setosa,Iris-versicolor
320,204,76,12,Iris-setosa,Iris-versicolor
403,160,313,96,Iris-versicolor,Iris-versicolor
