property,property,property,property,actual,predicted
20,16,6,0,Iris-setosa,Iris-versicolor
19,12,5,0,Iris-setosa,Iris-versicolor
21,14,6,0,Iris-setosa,Iris-versicolor
17,12,5,0,Iris-setosa,Iris-versicolor
20,14,6,0,Iris-setosa,Iris-versicolor
20,15,7,1,Iris-setosa,Iris-versicolor
26,12,17,5,Iris-versicolor,Iris-versicolor
20,14,5,1,Iris-setosa,Iris-versicolor
22,11,18,5,Iris-versicolor,Iris-versicolor
24,10,20,6,Iris-versicolor,Iris-versicolor
23,10,16,4,Iris-versicolor,Iris-versicolor
18,14,4,0,Iris-setosa,Iris-versicolor
27,11,19,5,Iris-versicolor,Iris-versicolor
18,12,6,0,Iris-setosa,Iris-versicolor
24,11,18,4,Iris-versicolor,Iris-versicolor
23,10,15,4,Iris-versicolor,Iris-versicolor
22,12,18,6,Iris-versicolor,Iris-versicolor
27,12,19,6,Iris-versicolor,Iris-versicolor
19,12,6,0,Iris-setosa,Iris-versicolor
24,11,18,5,Iris-versicolor,Iris-versicolor
26,12,20,6,Iris-versicolor,Iris-versicolor
18,12,5,0,Iris-setosa,Iris-versicolor
25,11,17,5,Iris-versicolor,Iris-versicolor
19,12,6,0,Iris-setosa,Iris-versicolor
19,13,7,0,Iris-setosa,Iris-versicolor
22,16,5,0,Iris-setosa,Iris-versicolor
20,15,6,0,Iris-setosa,Iris-versicolor
17,12,5,0,Iris-setosa,Iris-versicolor
26,12,18,6,Iris-versicolor,Iris-versicolor
19,12,6,0,Iris-setosa,Iris-versicolor
20,15,6,1,Iris-setosa,Iris-versicolor
22,14,5,0,Iris-setosa,Iris-versicolor
22,10,16,5,Iris-versicolor,Iris-versicolor
20,12,6,0,Iris-setosa,Iris-versicolor
25,10,19,6,Iris-versicolor,Iris-versicolor
18,9,5,1,Iris-setosa,Iris-versicolor
28,12,18,5,Iris-versicolor,Iris-versicolor
23,16,4,0,Iris-setosa,Iris-versicolor
20,13,5,0,Iris-setosa,Iris-versicolor
24,11,17,5,Iris-versicolor,Iris-versicolor
19,13,6,0,Iris-setosa,Iris-versicolor
18,12,5,0,Iris-setosa,Iris-versicolor
26,11,18,6,Iris-versicolor,Iris-versicolor
23,12,16,6,Iris-versicolor,Iris-versicolor
24,8,16,4,Iris-versicolor,Iris-versicolor
22,12,16,5,Iris-versicolor,Iris-versicolor
21,15,5,1,Iris-setosa,Iris-versicolor
22,11,14,5,Iris-versicolor,Iris-versicolor
20,13,5,0,Iris-setosa,Iris-versicolor
21,13,6,0,Iris-setosa,Iris-versicolor
19,12,5,1,Iris-setosa,Iris-versicolor
20,14,5,0,Iris-setosa,Iris-versicolor
22,9,16,5,Iris-versicolor,Iris-versicolor
20,10,12,4,Iris-versicolor,Iris-versicolor
20,13,6,0,Iris-setosa,Iris-versicolor
20,8,14,4,Iris-versicolor,Iris-versicolor
19,9,13,4,Iris-versicolor,Iris-versicolor
25,9,17,5,Iris-versicolor,Iris-versicolor
17,12,4,0,Iris-setosa,Iris-versicolor
20,14,6,2,Iris-setosa,Iris-versicolor
24,12,18,5,Iris-versicolor,Iris-versicolor
20,13,6,2,Iris-setosa,Iris-versicolor
20,13,6,0,Iris-setosa,Iris-versicolor
21,15,6,1,Iris-setosa,Iris-versicolor
26,12,17,5,Iris-versicolor,Iris-versicolor
24,13,18,6,Iris-versicolor,Iris-versicolor
25,12,18,6,Iris-versicolor,Iris-versicolor
23,12,19,7,Iris-versicolor,Iris-versicolor
22,11,16,5,Iris-versicolor,Iris-versicolor
25,13,18,6,Iris-versicolor,Iris-versicolor
19,12,5,0,Iris-setosa,Iris-versicolor
22,9,15,4,Iris-versicolor,Iris-versicolor
17,11,5,0,Iris-setosa,Iris-versicolor
18,13,5,1,Iris-setosa,Iris-versicolor
21,13,6,1,Iris-setosa,Iris-versicolor
22,15,6,1,Iris-setosa,Iris-versicolor
20,10,15,5,Iris-versicolor,Iris-versicolor
22,10,15,4,Iris-versicolor,Iris-versicolor
24,11,18,6,Iris-versicolor,Iris-versicolor
22,12,16,4,Iris-versicolor,Iris-versicolor
