property,property,property,property,actual,predicted
345,217,108,12,Iris-setosa,Iris-setosa
320,230,89,12,Iris-setosa,Iris-setosa
390,179,300,76,Iris-versicolor,Iris-setosa
326,243,96,19,Iris-setosa,Iris-setosa
326,224,89,19,Iris-setosa,Iris-setosa
294,198,96,12,Iris-setosa,Iris-setosa
352,160,256,83,Iris-versicolor,Iris-setosa
403,147,281,83,Iris-versicolor,Iris-setosa
281,204,83,12,Iris-setosa,Iris-setosa
320,128,224,64,Iris-versicolor,Iris-setosa
345,236,96,12,Iris-setosa,Iris-setosa
300,204,83,12,Iris-setosa,Iris-setosa
320,217,96,12,Iris-setosa,Iris-setosa
352,224,83,12,Iris-setosa,Iris-setosa
352,268,89,12,Iris-setosa,Iris-setosa
364,192,268,76,Iris-versicolor,Iris-setosa
313,192,89,12,Iris-setosa,Iris-setosa
371,172,249,76,Iris-versicolor,Iris-setosa
294,230,64,12,Iris-setosa,Iris-setosa
326,243,121,25,Iris-setosa,Iris-setosa
313,198,96,6,Iris-setosa,Iris-setosa
320,192,102,12,Iris-setosa,Iris-setosa
320,147,211,64,Iris-versicolor,Iris-setosa
371,256,76,12,Iris-setosa,Iris-setosa
390,185,300,89,Iris-versicolor,Iris-setosa
332,262,96,6,Iris-setosa,Iris-setosa
364,179,288,83,Iris-versicolor,Iris-setosa
364,185,268,83,Iris-versicolor,Iris-setosa
384,172,326,102,Iris-versicolor,Iris-setosa
409,204,288,96,Iris-versicolor,Iris-setosa
422,192,281,89,Iris-versicolor,Iris-setosa
422,185,294,83,Iris-versicolor,Iris-setosa
332,224,96,12,Iris-setosa,Iris-setosa
416,179,294,96,Iris-versicolor,Iris-setosa
275,192,70,6,Iris-setosa,Iris-setosa
326,243,102,12,Iris-setosa,Iris-setosa
390,179,256,83,Iris-versicolor,Iris-setosa
441,198,313,96,Iris-versicolor,Iris-setosa
320,224,102,38,Iris-setosa,Iris-setosa
313,198,96,6,Iris-setosa,Iris-setosa
377,204,307,115,Iris-versicolor,Iris-setosa
345,249,108,25,Iris-setosa,Iris-setosa
307,217,102,12,Iris-setosa,Iris-setosa
307,192,89,19,Iris-setosa,Iris-setosa
281,185,89,12,Iris-setosa,Iris-setosa
390,192,294,89,Iris-versicolor,Iris-setosa
345,249,83,25,Iris-setosa,Iris-setosa
326,217,96,12,Iris-setosa,Iris-setosa
364,179,262,83,Iris-versicolor,Iris-setosa
320,204,76,12,Iris-setosa,Iris-setosa
371,166,256,76,Iris-versicolor,Iris-setosa
326,236,96,25,Iris-setosa,Iris-setosa
428,198,281,89,Iris-versicolor,Iris-setosa
345,192,288,96,Iris-versicolor,Iris-setosa
358,185,230,83,Iris-versicolor,Iris-setosa
352,153,236,64,Iris-versicolor,Iris-setosa
352,166,281,76,Iris-versicolor,Iris-setosa
313,153,211,64,Iris-versicolor,Iris-setosa
320,217,102,25,Iris-setosa,Iris-setosa
320,224,83,19,Iris-setosa,Iris-setosa
326,224,89,12,Iris-setosa,Iris-setosa
307,198,102,12,Iris-setosa,Iris-setosa
294,217,89,19,Iris-setosa,Iris-setosa
358,172,268,83,Iris-versicolor,Iris-setosa
281,192,83,12,Iris-setosa,Iris-setosa
435,179,307,89,Iris-versicolor,Iris-setosa
307,217,121,12,Iris-setosa,Iris-setosa
396,140,288,96,Iris-versicolor,Iris-setosa
352,147,256,83,Iris-versicolor,Iris-setosa
403,211,300,102,Iris-versicolor,Iris-setosa
313,198,96,6,Iris-setosa,Iris-setosa
384,185,288,96,Iris-versicolor,Iris-setosa
396,185,275,83,Iris-versicolor,Iris-setosa
332,172,249,89,Iris-versicolor,Iris-setosa
352,153,243,70,Iris-versicolor,Iris-setosa
384,140,256,64,Iris-versicolor,Iris-setosa
307,192,89,6,Iris-setosa,Iris-setosa
409,185,275,83,Iris-versicolor,Iris-setosa
428,198,300,96,Iris-versicolor,Iris-setosa
377,192,268,96,Iris-versicolor,Iris-setosa
