property,property,property,property,actual,predicted
10,5,7,2,Iris-versicolor,Iris-setosa
12,6,9,2,Iris-versicolor,Iris-setosa
12,6,9,3,Iris-versicolor,Iris-setosa
11,5,8,2,Iris-versicolor,Iris-setosa
12,6,9,3,Iris-versicolor,Iris-setosa
14,6,9,2,Iris-versicolor,Iris-setosa
10,4,7,2,Iris-versicolor,Iris-setosa
10,7,2,0,Iris-setosa,Iris-setosa
11,5,8,2,Iris-versicolor,Iris-setosa
11,5,7,2,Iris-versicolor,Iris-setosa
10,6,9,3,Iris-versicolor,Iris-setosa
9,6,3,0,Iris-setosa,Iris-setosa
10,7,3,0,Iris-setosa,Iris-setosa
11,5,8,2,Iris-versicolor,Iris-setosa
9,6,2,0,Iris-setosa,Iris-setosa
12,5,9,2,Iris-versicolor,Iris-setosa
11,8,2,0,Iris-setosa,Iris-setosa
10,6,3,0,Iris-setosa,Iris-setosa
13,6,8,2,Iris-versicolor,Iris-setosa
9,4,2,0,Iris-setosa,Iris-setosa
10,7,3,0,Iris-setosa,Iris-setosa
9,6,3,0,Iris-setosa,Iris-setosa
10,6,3,0,Iris-setosa,Iris-setosa
11,8,3,0,Iris-setosa,Iris-setosa
11,5,8,2,Iris-versicolor,Iris-setosa
12,4,8,2,Iris-versicolor,Iris-setosa
11,6,9,3,Iris-versicolor,Iris-setosa
12,5,8,2,Iris-versicolor,Iris-setosa
10,6,2,0,Iris-setosa,Iris-setosa
9,4,6,2,Iris-versicolor,Iris-setosa
10,7,3,1,Iris-setosa,Iris-setosa
10,7,3,0,Iris-setosa,Iris-setosa
12,6,9,3,Iris-versicolor,Iris-setosa
10,6,2,0,Iris-setosa,Iris-setosa
10,6,3,0,Iris-setosa,Iris-setosa
13,5,9,2,Iris-versicolor,Iris-setosa
9,6,3,0,Iris-setosa,Iris-setosa
11,5,8,2,Iris-versicolor,Iris-setosa
11,5,9,2,Iris-versicolor,Iris-setosa
10,7,3,0,Iris-setosa,Iris-setosa
10,7,2,0,Iris-setosa,Iris-setosa
10,5,6,2,Iris-versicolor,Iris-setosa
11,6,8,2,Iris-versicolor,Iris-setosa
9,6,2,0,Iris-setosa,Iris-setosa
10,6,3,0,Iris-setosa,Iris-setosa
13,6,9,3,Iris-versicolor,Iris-setosa
12,4,8,2,Iris-versicolor,Iris-setosa
12,5,9,2,Iris-versicolor,Iris-setosa
11,4,8,2,Iris-versicolor,Iris-setosa
11,6,8,2,Iris-versicolor,Iris-setosa
11,7,2,0,Iris-setosa,Iris-setosa
9,6,2,0,Iris-setosa,Iris-setosa
11,6,8,3,Iris-versicolor,Iris-setosa
10,7,3,0,Iris-setosa,Iris-setosa
10,7,3,0,Iris-setosa,Iris-setosa
11,5,7,2,Iris-versicolor,Iris-setosa
9,6,3,0,Iris-setosa,Iris-setosa
11,5,7,2,Iris-versicolor,Iris-setosa
11,4,7,2,Iris-versicolor,Iris-setosa
12,5,8,2,Iris-versicolor,Iris-setosa
9,7,2,0,Iris-setosa,Iris-setosa
10,7,2,0,Iris-setosa,Iris-setosa
13,6,9,3,Iris-versicolor,Iris-setosa
10,8,3,0,Iris-setosa,Iris-setosa
11,8,2,0,Iris-setosa,Iris-setosa
10,6,2,0,Iris-setosa,Iris-setosa
13,6,8,2,Iris-versicolor,Iris-setosa
8,6,2,0,Iris-setosa,Iris-setosa
10,6,3,0,Iris-setosa,Iris-setosa
13,5,9,2,Iris-versicolor,Iris-setosa
11,4,7,2,Iris-versicolor,Iris-setosa
9,6,3,0,Iris-setosa,Iris-setosa
10,7,2,0,Iris-setosa,Iris-setosa
12,4,9,3,Iris-versicolor,Iris-setosa
9,6,2,0,Iris-setosa,Iris-setosa
13,6,10,3,Iris-versicolor,Iris-setosa
13,5,9,3,Iris-versicolor,Iris-setosa
12,5,8,2,Iris-versicolor,Iris-setosa
11,5,8,2,Iris-versicolor,Iris-setosa
10,6,3,0,Iris-setosa,Iris-setosa
