property,property,property,property,actual,predicted
35,23,11,1,Iris-setosa,Iris-setosa
48,27,36,12,Iris-versicolor,Iris-setosa
35,24,10,1,Iris-setosa,Iris-setosa
43,29,12,1,Iris-setosa,Iris-setosa
38,27,15,1,Iris-setosa,Iris-setosa
38,27,12,1,Iris-setosa,Iris-setosa
44,20,31,8,Iris-versicolor,Iris-setosa
38,24,11,2,Iris-setosa,Iris-setosa
45,20,28,8,Iris-versicolor,Iris-setosa
53,24,40,13,Iris-versicolor,Iris-setosa
40,28,11,2,Iris-setosa,Iris-setosa
41,27,11,1,Iris-setosa,Iris-setosa
42,29,12,1,Iris-setosa,Iris-setosa
41,28,12,1,Iris-setosa,Iris-setosa
47,24,33,12,Iris-versicolor,Iris-setosa
43,24,36,12,Iris-versicolor,Iris-setosa
44,28,10,1,Iris-setosa,Iris-setosa
37,25,10,1,Iris-setosa,Iris-setosa
40,26,11,1,Iris-setosa,Iris-setosa
40,16,28,8,Iris-versicolor,Iris-setosa
43,31,10,3,Iris-setosa,Iris-setosa
45,22,32,10,Iris-versicolor,Iris-setosa
40,30,12,1,Iris-setosa,Iris-setosa
39,24,12,0,Iris-setosa,Iris-setosa
50,26,37,12,Iris-versicolor,Iris-setosa
51,23,34,10,Iris-versicolor,Iris-setosa
44,18,32,10,Iris-versicolor,Iris-setosa
54,22,38,11,Iris-versicolor,Iris-setosa
40,30,12,2,Iris-setosa,Iris-setosa
56,25,37,11,Iris-versicolor,Iris-setosa
43,31,13,3,Iris-setosa,Iris-setosa
40,29,12,3,Iris-setosa,Iris-setosa
48,22,32,10,Iris-versicolor,Iris-setosa
36,24,12,1,Iris-setosa,Iris-setosa
45,30,13,2,Iris-setosa,Iris-setosa
40,26,13,4,Iris-setosa,Iris-setosa
36,25,11,1,Iris-setosa,Iris-setosa
35,25,10,1,Iris-setosa,Iris-setosa
44,23,28,10,Iris-versicolor,Iris-setosa
40,24,12,1,Iris-setosa,Iris-setosa
45,22,36,10,Iris-versicolor,Iris-setosa
55,24,39,12,Iris-versicolor,Iris-setosa
40,28,11,1,Iris-setosa,Iris-setosa
52,23,36,10,Iris-versicolor,Iris-setosa
50,20,39,12,Iris-versicolor,Iris-setosa
53,24,37,12,Iris-versicolor,Iris-setosa
39,19,26,8,Iris-versicolor,Iris-setosa
40,30,15,3,Iris-setosa,Iris-setosa
40,25,9,1,Iris-setosa,Iris-setosa
44,24,32,10,Iris-versicolor,Iris-setosa
36,28,8,1,Iris-setosa,Iris-setosa
40,20,24,8,Iris-versicolor,Iris-setosa
51,25,36,12,Iris-versicolor,Iris-setosa
40,27,12,3,Iris-setosa,Iris-setosa
46,21,31,9,Iris-versicolor,Iris-setosa
40,27,12,1,Iris-setosa,Iris-setosa
36,27,11,2,Iris-setosa,Iris-setosa
44,19,30,8,Iris-versicolor,Iris-setosa
39,24,11,1,Iris-setosa,Iris-setosa
50,18,35,10,Iris-versicolor,Iris-setosa
36,18,10,2,Iris-setosa,Iris-setosa
48,24,36,11,Iris-versicolor,Iris-setosa
39,24,12,0,Iris-setosa,Iris-setosa
53,24,35,11,Iris-versicolor,Iris-setosa
49,17,36,12,Iris-versicolor,Iris-setosa
40,18,26,8,Iris-versicolor,Iris-setosa
43,27,13,1,Iris-setosa,Iris-setosa
48,22,37,9,Iris-versicolor,Iris-setosa
43,27,12,3,Iris-setosa,Iris-setosa
34,24,8,0,Iris-setosa,Iris-setosa
44,20,32,10,Iris-versicolor,Iris-setosa
48,23,36,12,Iris-versicolor,Iris-setosa
46,32,9,1,Iris-setosa,Iris-setosa
47,25,38,14,Iris-versicolor,Iris-setosa
41,32,12,0,Iris-setosa,Iris-setosa
52,22,36,12,Iris-versicolor,Iris-setosa
40,28,10,2,Iris-setosa,Iris-setosa
39,24,12,0,Iris-setosa,Iris-setosa
44,33,11,1,Iris-setosa,Iris-setosa
48,23,37,11,Iris-versicolor,Iris-setosa
