property,property,property,property,actual,predicted
40,28,10,2,Iris-setosa,Iris-versicolor
43,31,13,3,Iris-setosa,Iris-setosa
38,27,12,1,Iris-setosa,Iris-setosa
48,22,37,9,Iris-versicolor,Iris-versicolor
44,28,10,1,Iris-setosa,Iris-setosa
40,26,13,4,Iris-setosa,Iris-setosa
40,27,12,3,Iris-setosa,Iris-setosa
44,23,28,10,Iris-versicolor,Iris-versicolor
43,24,36,12,Iris-versicolor,Iris-setosa
44,19,30,8,Iris-versicolor,Iris-versicolor
38,24,12,1,Iris-setosa,Iris-setosa
45,30,13,2,Iris-setosa,Iris-versicolor
48,22,32,10,Iris-versicolor,Iris-versicolor
44,20,32,10,Iris-versicolor,Iris-versicolor
41,28,12,1,Iris-setosa,Iris-versicolor
56,25,37,11,Iris-versicolor,Iris-versicolor
39,24,12,0,Iris-setosa,Iris-setosa
34,24,8,0,Iris-setosa,Iris-versicolor
45,22,32,10,Iris-versicolor,Iris-setosa
50,20,39,12,Iris-versicolor,Iris-setosa
38,24,11,0,Iris-setosa,Iris-setosa
40,28,12,4,Iris-setosa,Iris-versicolor
40,28,11,1,Iris-setosa,Iris-versicolor
54,22,38,11,Iris-versicolor,Iris-setosa
48,27,36,12,Iris-versicolor,Iris-versicolor
39,24,12,0,Iris-setosa,Iris-setosa
48,17,32,8,Iris-versicolor,Iris-versicolor
37,25,12,1,Iris-setosa,Iris-versicolor
40,28,11,1,Iris-setosa,Iris-versicolor
48,21,40,12,Iris-versicolor,Iris-versicolor
43,27,13,1,Iris-setosa,Iris-setosa
50,26,37,12,Iris-versicolor,Iris-setosa
40,16,28,8,Iris-versicolor,Iris-versicolor
35,25,10,1,Iris-setosa,Iris-versicolor
40,25,9,1,Iris-setosa,Iris-versicolor
53,24,35,11,Iris-versicolor,Iris-setosa
45,20,28,8,Iris-versicolor,Iris-setosa
53,24,37,12,Iris-versicolor,Iris-versicolor
40,29,12,3,Iris-setosa,Iris-setosa
44,21,33,10,Iris-versicolor,Iris-setosa
38,27,15,1,Iris-setosa,Iris-versicolor
51,25,36,12,Iris-versicolor,Iris-setosa
40,28,11,2,Iris-setosa,Iris-setosa
55,24,39,12,Iris-versicolor,Iris-versicolor
45,23,33,10,Iris-versicolor,Iris-versicolor
44,18,32,10,Iris-versicolor,Iris-versicolor
46,20,32,9,Iris-versicolor,Iris-setosa
44,20,35,9,Iris-versicolor,Iris-versicolor
44,24,36,12,Iris-versicolor,Iris-versicolor
36,24,12,1,Iris-setosa,Iris-setosa
40,24,12,1,Iris-setosa,Iris-setosa
40,30,12,1,Iris-setosa,Iris-setosa
36,28,8,1,Iris-setosa,Iris-setosa
39,24,12,0,Iris-setosa,Iris-setosa
35,23,11,1,Iris-setosa,Iris-setosa
47,24,33,12,Iris-versicolor,Iris-versicolor
40,18,26,8,Iris-versicolor,Iris-versicolor
36,18,10,2,Iris-setosa,Iris-versicolor
39,24,11,1,Iris-setosa,Iris-setosa
44,24,32,10,Iris-versicolor,Iris-versicolor
35,24,10,1,Iris-setosa,Iris-versicolor
45,22,36,10,Iris-versicolor,Iris-setosa
36,25,11,1,Iris-setosa,Iris-versicolor
40,27,12,1,Iris-setosa,Iris-setosa
43,27,12,3,Iris-setosa,Iris-versicolor
46,21,32,8,Iris-versicolor,Iris-versicolor
48,23,37,11,Iris-versicolor,Iris-versicolor
44,33,11,1,Iris-setosa,Iris-versicolor
41,21,31,11,Iris-versicolor,Iris-setosa
40,30,15,3,Iris-setosa,Iris-versicolor
44,19,29,8,Iris-versicolor,Iris-setosa
40,30,12,2,Iris-setosa,Iris-versicolor
49,17,36,12,Iris-versicolor,Iris-setosa
40,20,24,8,Iris-versicolor,Iris-versicolor
52,23,36,10,Iris-versicolor,Iris-versicolor
40,27,12,1,Iris-setosa,Iris-setosa
46,21,31,9,Iris-versicolor,Iris-versicolor
46,32,9,1,Iris-setosa,Iris-versicolor
36,27,11,2,Iris-setosa,Iris-setosa
41,27,11,1,Iris-setosa,Iris-setosa
