property,property,property,property,actual,predicted
11059,6144,9216,3072,Iris-versicolor,Iris-versicolor
9420,6553,2867,409,Iris-setosa,Iris-versicolor
10444,7782,3072,614,Iris-setosa,Iris-versicolor
11468,6144,9216,3072,Iris-versicolor,Iris-versicolor
9830,6144,2867,614,Iris-setosa,Iris-versicolor
9420,6963,2867,614,Iris-setosa,Iris-versicolor
11059,7577,3072,409,Iris-setosa,Iris-versicolor
11264,4915,7577,2048,Iris-versicolor,Iris-versicolor
11673,5939,8601,2662,Iris-versicolor,Iris-versicolor
9011,6553,2662,409,Iris-setosa,Iris-versicolor
11673,5734,9216,2662,Iris-versicolor,Iris-versicolor
10649,5529,7987,2867,Iris-versicolor,Iris-versicolor
10649,8396,3072,204,Iris-setosa,Iris-setosa
11878,5529,7987,2457,Iris-versicolor,Iris-versicolor
9216,4710,2662,614,Iris-setosa,Iris-versicolor
10444,5120,6144,2252,Iris-versicolor,Iris-versicolor
12902,6758,9625,3276,Iris-versicolor,Iris-versicolor
10240,6963,3072,409,Iris-setosa,Iris-versicolor
10240,7168,2662,614,Iris-setosa,Iris-setosa
11468,5120,7987,2252,Iris-versicolor,Iris-versicolor
11878,5324,8192,2457,Iris-versicolor,Iris-versicolor
12902,4710,9011,2662,Iris-versicolor,Iris-versicolor
13721,6348,9011,2867,Iris-versicolor,Iris-versicolor
11673,9011,3072,819,Iris-setosa,Iris-versicolor
11264,4915,7782,2252,Iris-versicolor,Iris-versicolor
10240,7168,3276,1228,Iris-setosa,Iris-versicolor
12492,5734,8192,2662,Iris-versicolor,Iris-versicolor
13516,5939,9420,2662,Iris-versicolor,Iris-versicolor
10649,6963,2867,409,Iris-setosa,Iris-versicolor
14336,6553,9625,2867,Iris-versicolor,Iris-versicolor
11673,6144,8601,2457,Iris-versicolor,Iris-versicolor
12083,6144,8601,3072,Iris-versicolor,Iris-versicolor
10649,7168,3072,409,Iris-setosa,Iris-versicolor
14131,6348,10035,3072,Iris-versicolor,Iris-versicolor
12492,5939,9625,2867,Iris-versicolor,Iris-versicolor
12288,5529,10444,3276,Iris-versicolor,Iris-setosa
12288,5939,9216,3072,Iris-versicolor,Iris-versicolor
12902,5120,10035,3072,Iris-versicolor,Iris-versicolor
11264,7168,2662,409,Iris-setosa,Iris-versicolor
11264,5324,9011,2457,Iris-versicolor,Iris-versicolor
12083,6553,9830,3686,Iris-versicolor,Iris-versicolor
11059,7987,3481,819,Iris-setosa,Iris-versicolor
10240,6963,3276,819,Iris-setosa,Iris-versicolor
11878,8192,2457,409,Iris-setosa,Iris-versicolor
12492,6144,9420,2867,Iris-versicolor,Iris-versicolor
10444,7168,2867,409,Iris-setosa,Iris-setosa
13926,5734,9830,2867,Iris-versicolor,Iris-versicolor
10444,7168,2867,614,Iris-setosa,Iris-versicolor
11673,5734,8396,2662,Iris-versicolor,Iris-versicolor
11264,4710,8192,2662,Iris-versicolor,Iris-versicolor
13312,5734,9420,3072,Iris-versicolor,Iris-setosa
11673,7782,3481,614,Iris-setosa,Iris-versicolor
11878,5529,8396,2048,Iris-versicolor,Iris-versicolor
9420,7372,2048,409,Iris-setosa,Iris-versicolor
10444,7782,3276,409,Iris-setosa,Iris-versicolor
12288,6963,9216,3276,Iris-versicolor,Iris-versicolor
9830,6348,3276,409,Iris-setosa,Iris-versicolor
12492,5734,9625,2457,Iris-versicolor,Iris-versicolor
10240,6144,3276,409,Iris-setosa,Iris-setosa
10035,4915,6758,2048,Iris-versicolor,Iris-versicolor
9830,6963,3891,409,Iris-setosa,Iris-versicolor
8806,6144,2252,204,Iris-setosa,Iris-versicolor
13721,6348,9625,3072,Iris-versicolor,Iris-versicolor
13516,6144,9011,2867,Iris-versicolor,Iris-versicolor
11264,5120,8192,2662,Iris-versicolor,Iris-versicolor
10444,6758,3481,1024,Iris-setosa,Iris-versicolor
10854,7577,3072,409,Iris-setosa,Iris-versicolor
9625,6553,3276,409,Iris-setosa,Iris-setosa
11264,8601,2867,409,Iris-setosa,Iris-versicolor
13721,6144,10240,3481,Iris-versicolor,Iris-versicolor
9420,6348,3072,409,Iris-setosa,Iris-versicolor
9011,5939,2867,409,Iris-setosa,Iris-versicolor
10444,7577,3072,819,Iris-setosa,Iris-versicolor
10240,7372,2867,409,Iris-setosa,Iris-versicolor
9625,6553,2662,409,Iris-setosa,Iris-versicolor
11468,6144,8396,2662,Iris-versicolor,Iris-versicolor
10240,4710,6758,2048,Iris-versicolor,Iris-versicolor
10035,6348,3072,204,Iris-setosa,Iris-versicolor
11468,5939,7372,2662,Iris-versicolor,Iris-versicolor
9011,6144,2662,409,Iris-setosa,Iris-versicolor
