property,property,property,property,actual,predicted
1459,665,896,256,Iris-versicolor,Iris-versicolor
1484,1024,307,51,Iris-setosa,Iris-versicolor
1152,588,332,76,Iris-setosa,Iris-versicolor
1433,768,1049,332,Iris-versicolor,Iris-versicolor
1280,588,844,256,Iris-versicolor,Iris-versicolor
1382,768,1152,384,Iris-versicolor,Iris-versicolor
1664,716,1177,384,Iris-versicolor,Iris-versicolor
1331,1049,384,25,Iris-setosa,Iris-versicolor
1408,665,1126,307,Iris-versicolor,Iris-versicolor
1638,742,1100,332,Iris-versicolor,Iris-versicolor
1408,640,1024,332,Iris-versicolor,Iris-versicolor
1459,716,1049,332,Iris-versicolor,Iris-versicolor
1459,1126,384,102,Iris-setosa,Iris-versicolor
1228,768,358,25,Iris-setosa,Iris-versicolor
1408,614,972,281,Iris-versicolor,Iris-versicolor
1305,972,384,76,Iris-setosa,Iris-versicolor
1382,998,332,102,Iris-setosa,Iris-versicolor
1254,614,844,256,Iris-versicolor,Iris-versicolor
1331,691,998,358,Iris-versicolor,Iris-versicolor
1305,844,435,128,Iris-setosa,Iris-versicolor
1612,588,1126,332,Iris-versicolor,Iris-versicolor
1382,870,435,51,Iris-setosa,Iris-versicolor
1536,870,1152,409,Iris-versicolor,Iris-versicolor
1740,716,1228,358,Iris-versicolor,Iris-versicolor
1228,793,409,51,Iris-setosa,Iris-versicolor
1305,896,358,51,Iris-setosa,Iris-versicolor
1561,716,1024,332,Iris-versicolor,Iris-versicolor
1305,972,486,102,Iris-setosa,Iris-versicolor
1408,1075,358,51,Iris-setosa,Iris-versicolor
1305,947,384,102,Iris-setosa,Iris-versicolor
1433,691,1075,332,Iris-versicolor,Iris-versicolor
1792,819,1203,358,Iris-versicolor,Iris-versicolor
1484,691,998,307,Iris-versicolor,Iris-versicolor
1484,691,1049,256,Iris-versicolor,Iris-versicolor
1280,921,358,51,Iris-setosa,Iris-versicolor
1510,768,1075,384,Iris-versicolor,Iris-versicolor
1228,870,486,51,Iris-setosa,Iris-versicolor
1203,819,332,51,Iris-setosa,Iris-versicolor
1484,665,1024,307,Iris-versicolor,Iris-versicolor
1612,640,1254,384,Iris-versicolor,Iris-versicolor
1766,793,1254,384,Iris-versicolor,Iris-versicolor
1715,793,1203,384,Iris-versicolor,Iris-versicolor
1689,768,1126,358,Iris-versicolor,Iris-versicolor
1100,768,281,25,Iris-setosa,Iris-versicolor
1280,512,896,256,Iris-versicolor,Iris-setosa
1305,896,358,76,Iris-setosa,Iris-versicolor
1408,614,947,256,Iris-versicolor,Iris-versicolor
1536,563,1024,256,Iris-versicolor,Iris-versicolor
1382,870,384,102,Iris-setosa,Iris-versicolor
1689,742,1177,332,Iris-versicolor,Iris-versicolor
1382,947,384,51,Iris-setosa,Iris-versicolor
1536,742,1152,384,Iris-versicolor,Iris-versicolor
1254,793,384,25,Iris-setosa,Iris-versicolor
1305,870,384,51,Iris-setosa,Iris-versicolor
1280,870,409,102,Iris-setosa,Iris-versicolor
1331,870,358,51,Iris-setosa,Iris-versicolor
1638,819,1152,384,Iris-versicolor,Iris-versicolor
1561,742,1203,358,Iris-versicolor,Iris-versicolor
1280,870,384,51,Iris-setosa,Iris-versicolor
1459,742,1075,332,Iris-versicolor,Iris-versicolor
1280,819,307,51,Iris-setosa,Iris-versicolor
1587,563,1152,384,Iris-versicolor,Iris-versicolor
1459,768,1075,307,Iris-versicolor,Iris-versicolor
1228,768,358,76,Iris-setosa,Iris-versicolor
1587,742,1100,332,Iris-versicolor,Iris-versicolor
1305,640,768,281,Iris-versicolor,Iris-versicolor
1254,793,384,25,Iris-setosa,Iris-versicolor
1280,896,332,76,Iris-setosa,Iris-versicolor
1126,768,332,51,Iris-setosa,Iris-versicolor
1305,972,409,51,Iris-setosa,Iris-versicolor
1228,870,409,51,Iris-setosa,Iris-versicolor
1510,819,1228,460,Iris-versicolor,Iris-versicolor
1382,998,435,102,Iris-setosa,Iris-versicolor
1126,819,332,51,Iris-setosa,Iris-versicolor
1177,870,358,76,Iris-setosa,Iris-versicolor
1280,768,409,51,Iris-setosa,Iris-versicolor
1408,588,1024,332,Iris-versicolor,Iris-versicolor
1254,793,384,25,Iris-setosa,Iris-versicolor
1715,768,1280,435,Iris-versicolor,Iris-versicolor
1433,768,1152,384,Iris-versicolor,Iris-versicolor
