property,property,property,property,actual,predicted
5120,3584,1331,307,Iris-setosa,Iris-versicolor
5222,3891,1638,204,Iris-setosa,Iris-versicolor
6348,2969,4403,1331,Iris-versicolor,Iris-versicolor
5529,3481,1740,204,Iris-setosa,Iris-versicolor
5836,2867,4608,1331,Iris-versicolor,Iris-versicolor
5222,3891,1945,409,Iris-setosa,Iris-versicolor
5017,3174,1536,102,Iris-setosa,Iris-versicolor
6348,2252,4608,1536,Iris-versicolor,Iris-versicolor
6041,3276,4915,1843,Iris-versicolor,Iris-versicolor
5222,3584,1433,307,Iris-setosa,Iris-versicolor
5529,3481,1536,409,Iris-setosa,Iris-versicolor
6246,2867,4096,1331,Iris-versicolor,Iris-versicolor
5632,4300,1433,204,Iris-setosa,Iris-versicolor
5836,4505,1536,409,Iris-setosa,Iris-versicolor
6451,2560,5017,1536,Iris-versicolor,Iris-versicolor
5017,3174,1536,102,Iris-setosa,Iris-versicolor
4915,3481,1945,204,Iris-setosa,Iris-versicolor
4505,3072,1331,204,Iris-setosa,Iris-versicolor
5120,3072,1638,204,Iris-setosa,Iris-versicolor
6144,2969,4608,1536,Iris-versicolor,Iris-versicolor
5324,2764,3993,1433,Iris-versicolor,Iris-versicolor
5734,2560,3993,1126,Iris-versicolor,Iris-versicolor
5120,3276,1228,204,Iris-setosa,Iris-versicolor
4812,3276,1638,204,Iris-setosa,Iris-versicolor
5836,2969,4300,1331,Iris-versicolor,Iris-versicolor
4710,3174,1536,204,Iris-setosa,Iris-versicolor
6246,2867,4812,1228,Iris-versicolor,Iris-versicolor
5120,3584,1638,614,Iris-setosa,Iris-versicolor
5632,2662,4505,1228,Iris-versicolor,Iris-versicolor
4915,3481,1638,204,Iris-setosa,Iris-versicolor
5734,2764,4300,1331,Iris-versicolor,Iris-versicolor
5734,3072,4198,1331,Iris-versicolor,Iris-versicolor
6860,3174,4812,1536,Iris-versicolor,Iris-versicolor
6860,3174,4505,1433,Iris-versicolor,Iris-versicolor
4915,3072,1433,102,Iris-setosa,Iris-versicolor
5222,3891,1536,307,Iris-setosa,Iris-versicolor
5529,3993,1740,409,Iris-setosa,Iris-versicolor
5529,3788,1536,204,Iris-setosa,Iris-versicolor
5120,3481,1638,409,Iris-setosa,Iris-versicolor
5017,2457,3379,1024,Iris-versicolor,Iris-versicolor
4812,3276,1331,204,Iris-setosa,Iris-versicolor
6144,2764,5222,1638,Iris-versicolor,Iris-versicolor
5324,3481,1433,204,Iris-setosa,Iris-versicolor
6758,2969,4710,1331,Iris-versicolor,Iris-versicolor
6246,3072,4710,1433,Iris-versicolor,Iris-versicolor
5939,2764,3993,1228,Iris-versicolor,Iris-versicolor
4915,3072,1433,307,Iris-setosa,Iris-versicolor
5529,3993,1331,409,Iris-setosa,Iris-versicolor
4710,3481,1433,307,Iris-setosa,Iris-versicolor
4403,3072,1126,102,Iris-setosa,Iris-versicolor
5324,3584,1536,204,Iris-setosa,Iris-versicolor
5632,3584,1331,204,Iris-setosa,Iris-versicolor
4915,3174,1638,204,Iris-setosa,Iris-versicolor
5939,2662,4096,1228,Iris-versicolor,Iris-versicolor
4608,2355,1331,307,Iris-setosa,Iris-versicolor
5632,2457,3788,1024,Iris-versicolor,Iris-versicolor
5632,2457,3891,1126,Iris-versicolor,Iris-versicolor
4505,3276,1331,204,Iris-setosa,Iris-versicolor
5836,2867,4198,1331,Iris-versicolor,Iris-versicolor
5939,2764,4198,1024,Iris-versicolor,Iris-versicolor
5632,2355,4096,1331,Iris-versicolor,Iris-versicolor
6144,2252,4096,1024,Iris-versicolor,Iris-versicolor
5120,2048,3584,1024,Iris-versicolor,Iris-versicolor
6860,3072,5120,1740,Iris-versicolor,Iris-versicolor
5222,3788,1536,409,Iris-setosa,Iris-versicolor
5324,4198,1536,102,Iris-setosa,Iris-versicolor
6246,2969,4812,1433,Iris-versicolor,Iris-versicolor
5836,2662,3584,1024,Iris-versicolor,Iris-versicolor
5222,3584,1433,204,Iris-setosa,Iris-versicolor
4505,2969,1433,204,Iris-setosa,Iris-versicolor
5222,3379,1740,512,Iris-setosa,Iris-versicolor
5529,3072,4608,1536,Iris-versicolor,Iris-versicolor
5120,2355,3379,1024,Iris-versicolor,Iris-versicolor
7065,3174,5017,1536,Iris-versicolor,Iris-versicolor
5836,3072,4300,1228,Iris-versicolor,Iris-versicolor
6963,2867,4915,1433,Iris-versicolor,Iris-versicolor
5222,2560,3072,1126,Iris-versicolor,Iris-versicolor
5734,3072,4608,1536,Iris-versicolor,Iris-versicolor
6451,2355,4505,1331,Iris-versicolor,Iris-versicolor
4710,3686,1024,204,Iris-setosa,Iris-versicolor
