property,property,property,property,actual,predicted
2560,1792,665.6,153.6,Iris-setosa,Iris-setosa
2406.4,1638.4,665.6,102.4,Iris-setosa,Iris-setosa
2816,2150.4,716.8,102.4,Iris-setosa,Iris-setosa
2508.8,1587.2,768,51.2,Iris-setosa,Iris-setosa
3328,1433.6,2355.2,768,Iris-versicolor,Iris-versicolor
2560,1536,819.2,102.4,Iris-setosa,Iris-setosa
3430.4,1587.2,2406.4,768,Iris-versicolor,Iris-versicolor
2560,1177.6,1689.6,512,Iris-versicolor,Iris-versicolor
2969.6,1331.2,2048,614.4,Iris-versicolor,Iris-versicolor
3174.4,1484.8,2201.6,665.6,Iris-versicolor,Iris-versicolor
2918.4,1945.6,870.4,153.6,Iris-setosa,Iris-setosa
2611.2,1792,716.8,153.6,Iris-setosa,Iris-setosa
3123.2,1433.6,2048,665.6,Iris-versicolor,Iris-versicolor
2457.6,1536,716.8,51.2,Iris-setosa,Iris-setosa
2304,1177.6,665.6,153.6,Iris-setosa,Iris-setosa
2560,1024,1792,512,Iris-versicolor,Iris-versicolor
3379.2,1484.8,2355.2,665.6,Iris-versicolor,Iris-versicolor
2611.2,1792,716.8,102.4,Iris-setosa,Iris-setosa
2611.2,1945.6,768,153.6,Iris-setosa,Iris-setosa
3072,1484.8,2304,768,Iris-versicolor,Iris-versicolor
2816,1792,665.6,102.4,Iris-setosa,Iris-setosa
3072,1126.4,2048,512,Iris-versicolor,Iris-versicolor
2764.8,1740.8,870.4,102.4,Iris-setosa,Iris-setosa
2867.2,1536,2304,768,Iris-versicolor,Iris-versicolor
2508.8,1536,716.8,102.4,Iris-setosa,Iris-setosa
2611.2,1945.6,972.8,204.8,Iris-setosa,Iris-setosa
2867.2,1484.8,1843.2,665.6,Iris-versicolor,Iris-versicolor
2662.4,1382.4,1996.8,716.8,Iris-versicolor,Iris-versicolor
2816,1177.6,2048,665.6,Iris-versicolor,Iris-versicolor
3430.4,1587.2,2252.8,716.8,Iris-versicolor,Iris-versicolor
2201.6,1536,563.2,51.2,Iris-setosa,Iris-setosa
2355.2,1740.8,716.8,153.6,Iris-setosa,Iris-setosa
2560,1740.8,819.2,204.8,Iris-setosa,Iris-setosa
3225.6,1177.6,2252.8,665.6,Iris-versicolor,Iris-versicolor
3532.8,1587.2,2508.8,768,Iris-versicolor,Iris-versicolor
2816,1228.8,1945.6,563.2,Iris-versicolor,Iris-versicolor
3276.8,1638.4,2304,768,Iris-versicolor,Iris-versicolor
2764.8,1996.8,870.4,204.8,Iris-setosa,Iris-setosa
2406.4,1638.4,819.2,102.4,Iris-setosa,Iris-setosa
2508.8,1587.2,768,51.2,Iris-setosa,Iris-setosa
2764.8,1536,2304,768,Iris-versicolor,Iris-versicolor
2662.4,1740.8,716.8,102.4,Iris-setosa,Iris-setosa
2918.4,1433.6,2099.2,665.6,Iris-versicolor,Iris-versicolor
2252.8,1536,665.6,102.4,Iris-setosa,Iris-setosa
2662.4,1792,768,102.4,Iris-setosa,Iris-setosa
3174.4,1126.4,2304,768,Iris-versicolor,Iris-versicolor
2969.6,1382.4,1996.8,614.4,Iris-versicolor,Iris-versicolor
2816,1331.2,2252.8,614.4,Iris-versicolor,Iris-versicolor
2611.2,1945.6,819.2,102.4,Iris-setosa,Iris-setosa
2867.2,1536,2099.2,665.6,Iris-versicolor,Iris-versicolor
2918.4,1433.6,2304,665.6,Iris-versicolor,Iris-versicolor
2764.8,1740.8,768,204.8,Iris-setosa,Iris-setosa
2662.4,2099.2,768,51.2,Iris-setosa,Iris-setosa
2918.4,2252.8,768,204.8,Iris-setosa,Iris-setosa
3020.8,1638.4,2457.6,921.6,Iris-versicolor,Iris-versicolor
3276.8,1484.8,2201.6,665.6,Iris-versicolor,Iris-versicolor
2560,1843.2,716.8,102.4,Iris-setosa,Iris-setosa
2457.6,1740.8,819.2,102.4,Iris-setosa,Iris-setosa
2252.8,1484.8,716.8,102.4,Iris-setosa,Iris-setosa
2969.6,2048,614.4,102.4,Iris-setosa,Iris-setosa
3225.6,1280,2508.8,768,Iris-versicolor,Iris-versicolor
3123.2,1433.6,2406.4,614.4,Iris-versicolor,Iris-versicolor
2457.6,1536,716.8,153.6,Iris-setosa,Iris-setosa
2457.6,1587.2,819.2,102.4,Iris-setosa,Iris-setosa
2508.8,1228.8,1689.6,512,Iris-versicolor,Iris-versicolor
3584,1638.4,2406.4,716.8,Iris-versicolor,Iris-versicolor
3123.2,1484.8,2406.4,716.8,Iris-versicolor,Iris-versicolor
2560,1740.8,768,102.4,Iris-setosa,Iris-setosa
3072,1740.8,2304,819.2,Iris-versicolor,Iris-versicolor
2457.6,1740.8,972.8,102.4,Iris-setosa,Iris-setosa
2560,1638.4,614.4,102.4,Iris-setosa,Iris-setosa
3481.6,1433.6,2457.6,716.8,Iris-versicolor,Iris-versicolor
2611.2,1894.4,768,204.8,Iris-setosa,Iris-setosa
2611.2,1280,1536,563.2,Iris-versicolor,Iris-versicolor
3430.4,1536,2560,870.4,Iris-versicolor,Iris-versicolor
2816,1228.8,1894.4,512,Iris-versicolor,Iris-versicolor
2560,1689.6,716.8,102.4,Iris-setosa,Iris-setosa
2969.6,1382.4,2099.2,512,Iris-versicolor,Iris-versicolor
2867.2,1280,1996.8,563.2,Iris-versicolor,Iris-versicolor
3379.2,1536,2252.8,716.8,Iris-versicolor,Iris-versicolor
