property,property,property,property,actual,predicted
11264,7168,2662.4,409.6,Iris-setosa,Iris-setosa
11059.2,6144,9216,3072,Iris-versicolor,Iris-versicolor
10240,6144,3276.8,409.6,Iris-setosa,Iris-setosa
10444.8,7782.4,3072,614.4,Iris-setosa,Iris-setosa
10444.8,7577.6,3072,819.2,Iris-setosa,Iris-setosa
14131.2,6348.8,10035.2,3072,Iris-versicolor,Iris-versicolor
12492.8,5939.2,9625.6,2867.2,Iris-versicolor,Iris-versicolor
9830.4,6963.2,3891.2,409.6,Iris-setosa,Iris-setosa
10444.8,6758.4,3481.6,1024,Iris-setosa,Iris-setosa
11673.6,5734.4,9216,2662.4,Iris-versicolor,Iris-versicolor
11468.8,5120,7987.2,2252.8,Iris-versicolor,Iris-versicolor
11264,8601.6,2867.2,409.6,Iris-setosa,Iris-setosa
12902.4,6758.4,9625.6,3276.8,Iris-versicolor,Iris-versicolor
12902.4,4710.4,9011.2,2662.4,Iris-versicolor,Iris-versicolor
11673.6,6144,8601.6,2457.6,Iris-versicolor,Iris-versicolor
11468.8,5939.2,7372.8,2662.4,Iris-versicolor,Iris-versicolor
8806.4,6144,2252.8,204.8,Iris-setosa,Iris-setosa
12492.8,5734.4,8192,2662.4,Iris-versicolor,Iris-versicolor
10035.2,6348.8,3072,204.8,Iris-setosa,Iris-setosa
13721.6,6144,10240,3481.6,Iris-versicolor,Iris-versicolor
9011.2,6553.6,2662.4,409.6,Iris-setosa,Iris-setosa
12288,5529.6,10444.8,3276.8,Iris-versicolor,Iris-versicolor
11673.6,5324.8,7168,2048,Iris-versicolor,Iris-versicolor
9830.4,6144,2867.2,614.4,Iris-setosa,Iris-setosa
11673.6,5734.4,8396.8,2662.4,Iris-versicolor,Iris-versicolor
11264,4710.4,8192,2662.4,Iris-versicolor,Iris-versicolor
13516.8,6144,9011.2,2867.2,Iris-versicolor,Iris-versicolor
10649.6,7168,3072,409.6,Iris-setosa,Iris-setosa
9830.4,6348.8,3276.8,409.6,Iris-setosa,Iris-setosa
12288,6963.2,9216,3276.8,Iris-versicolor,Iris-versicolor
11264,5120,8192,2662.4,Iris-versicolor,Iris-versicolor
11878.4,8192,2457.6,409.6,Iris-setosa,Iris-setosa
11059.2,7987.2,3481.6,819.2,Iris-setosa,Iris-setosa
12288,5939.2,9216,3072,Iris-versicolor,Iris-versicolor
10444.8,7168,2867.2,614.4,Iris-setosa,Iris-setosa
12083.2,6553.6,9830.4,3686.4,Iris-versicolor,Iris-versicolor
10240,4710.4,6758.4,2048,Iris-versicolor,Iris-versicolor
12492.8,5734.4,9625.6,2457.6,Iris-versicolor,Iris-versicolor
10035.2,4915.2,6758.4,2048,Iris-versicolor,Iris-versicolor
11468.8,6144,9216,3072,Iris-versicolor,Iris-versicolor
11264,4915.2,7577.6,2048,Iris-versicolor,Iris-versicolor
9420.8,6553.6,2867.2,409.6,Iris-setosa,Iris-setosa
10240,7168,2662.4,614.4,Iris-setosa,Iris-setosa
10444.8,5120,6144,2252.8,Iris-versicolor,Iris-versicolor
10240,6963.2,3276.8,819.2,Iris-setosa,Iris-setosa
10240,6758.4,2867.2,409.6,Iris-setosa,Iris-setosa
9011.2,5939.2,2867.2,409.6,Iris-setosa,Iris-setosa
9420.8,6348.8,3072,409.6,Iris-setosa,Iris-setosa
11059.2,6963.2,3481.6,409.6,Iris-setosa,Iris-setosa
10035.2,6348.8,3072,204.8,Iris-setosa,Iris-setosa
9420.8,6963.2,2867.2,614.4,Iris-setosa,Iris-setosa
11468.8,5529.6,8601.6,2662.4,Iris-versicolor,Iris-versicolor
10649.6,6963.2,2867.2,409.6,Iris-setosa,Iris-setosa
10035.2,6144,2867.2,409.6,Iris-setosa,Iris-setosa
13107.2,6553.6,9216,3072,Iris-versicolor,Iris-versicolor
10649.6,5529.6,7987.2,2867.2,Iris-versicolor,Iris-versicolor
13721.6,6348.8,9625.6,3072,Iris-versicolor,Iris-versicolor
10240,7372.8,2867.2,409.6,Iris-setosa,Iris-setosa
13312,5734.4,9420.8,3072,Iris-versicolor,Iris-versicolor
11673.6,5939.2,8601.6,2662.4,Iris-versicolor,Iris-versicolor
12902.4,5120,10035.2,3072,Iris-versicolor,Iris-versicolor
11878.4,5529.6,7987.2,2457.6,Iris-versicolor,Iris-versicolor
9625.6,6553.6,2662.4,409.6,Iris-setosa,Iris-setosa
10240,7168,3276.8,1228.8,Iris-setosa,Iris-setosa
9011.2,6144,2662.4,409.6,Iris-setosa,Iris-setosa
12697.6,4505.6,9216,3072,Iris-versicolor,Iris-versicolor
10649.6,8396.8,3072,204.8,Iris-setosa,Iris-setosa
10444.8,7782.4,3891.2,819.2,Iris-setosa,Iris-setosa
11878.4,5324.8,8192,2457.6,Iris-versicolor,Iris-versicolor
9830.4,6963.2,3276.8,409.6,Iris-setosa,Iris-setosa
11059.2,7987.2,2662.4,819.2,Iris-setosa,Iris-setosa
10444.8,7168,2867.2,409.6,Iris-setosa,Iris-setosa
11673.6,9011.2,3072,819.2,Iris-setosa,Iris-setosa
9830.4,6144,2867.2,204.8,Iris-setosa,Iris-setosa
10444.8,7782.4,3276.8,409.6,Iris-setosa,Iris-setosa
10240,6553.6,2457.6,409.6,Iris-setosa,Iris-setosa
11264,4915.2,7782.4,2252.8,Iris-versicolor,Iris-versicolor
10240,6963.2,3072,409.6,Iris-setosa,Iris-setosa
11059.2,6963.2,3072,819.2,Iris-setosa,Iris-setosa
11059.2,7577.6,3072,409.6,Iris-setosa,Iris-setosa
