property,property,property,property,actual,predicted
2918,1433,2099,665,Iris-versicolor,Iris-setosa
2252,1638,665,102,Iris-setosa,Iris-setosa
2816,1331,2252,614,Iris-versicolor,Iris-setosa
2252,1536,665,102,Iris-setosa,Iris-setosa
2611,1792,716,153,Iris-setosa,Iris-setosa
2867,1536,2099,665,Iris-versicolor,Iris-setosa
2764,1996,870,204,Iris-setosa,Iris-setosa
3123,1433,2048,665,Iris-versicolor,Iris-setosa
2611,1945,819,102,Iris-setosa,Iris-setosa
3430,1587,2252,716,Iris-versicolor,Iris-setosa
2508,1587,768,51,Iris-setosa,Iris-setosa
2508,1536,716,102,Iris-setosa,Iris-setosa
3072,1740,2304,819,Iris-versicolor,Iris-setosa
2355,1843,512,102,Iris-setosa,Iris-setosa
2764,1894,768,102,Iris-setosa,Iris-setosa
3584,1638,2406,716,Iris-versicolor,Iris-setosa
2560,1792,819,307,Iris-setosa,Iris-setosa
2662,2099,768,51,Iris-setosa,Iris-setosa
3430,1587,2406,768,Iris-versicolor,Iris-setosa
2918,1945,870,153,Iris-setosa,Iris-setosa
3123,1484,2406,716,Iris-versicolor,Iris-setosa
2611,1792,716,102,Iris-setosa,Iris-setosa
3379,1484,2355,665,Iris-versicolor,Iris-setosa
3020,1536,2150,768,Iris-versicolor,Iris-setosa
2457,1536,716,153,Iris-setosa,Iris-setosa
2764,1996,665,204,Iris-setosa,Iris-setosa
2457,1740,972,102,Iris-setosa,Iris-setosa
2457,1536,716,51,Iris-setosa,Iris-setosa
2662,1382,1996,716,Iris-versicolor,Iris-setosa
2867,1484,1843,665,Iris-versicolor,Iris-setosa
3123,1433,2406,614,Iris-versicolor,Iris-setosa
2355,1740,716,153,Iris-setosa,Iris-setosa
2611,1894,768,204,Iris-setosa,Iris-setosa
2560,1177,1689,512,Iris-versicolor,Iris-setosa
2816,2150,716,102,Iris-setosa,Iris-setosa
2867,1536,2304,768,Iris-versicolor,Iris-setosa
2611,1945,972,204,Iris-setosa,Iris-setosa
2969,1382,2099,512,Iris-versicolor,Iris-setosa
2560,1536,819,102,Iris-setosa,Iris-setosa
2201,1536,563,51,Iris-setosa,Iris-setosa
3020,1638,2457,921,Iris-versicolor,Iris-setosa
2611,1689,870,256,Iris-setosa,Iris-setosa
2457,1587,819,102,Iris-setosa,Iris-setosa
2764,1740,768,204,Iris-setosa,Iris-setosa
2969,2048,614,102,Iris-setosa,Iris-setosa
3123,1536,2355,716,Iris-versicolor,Iris-setosa
3328,1433,2355,768,Iris-versicolor,Iris-setosa
3430,1536,2560,870,Iris-versicolor,Iris-setosa
2764,1536,2304,768,Iris-versicolor,Iris-setosa
3174,1484,2201,665,Iris-versicolor,Iris-setosa
2304,1177,665,153,Iris-setosa,Iris-setosa
2816,1228,1894,512,Iris-versicolor,Iris-setosa
2918,1536,2150,614,Iris-versicolor,Iris-setosa
2560,1638,614,102,Iris-setosa,Iris-setosa
2816,1792,665,102,Iris-setosa,Iris-setosa
2918,1433,2304,665,Iris-versicolor,Iris-setosa
2355,1587,768,102,Iris-setosa,Iris-setosa
2508,1587,768,51,Iris-setosa,Iris-setosa
2969,1331,2048,614,Iris-versicolor,Iris-setosa
2560,1024,1792,512,Iris-versicolor,Iris-setosa
3276,1484,2201,665,Iris-versicolor,Iris-setosa
2764,1740,870,102,Iris-setosa,Iris-setosa
2560,1792,665,153,Iris-setosa,Iris-setosa
3072,1484,2304,768,Iris-versicolor,Iris-setosa
3276,1638,2304,768,Iris-versicolor,Iris-setosa
2713,1894,768,102,Iris-setosa,Iris-setosa
2662,1740,716,102,Iris-setosa,Iris-setosa
3532,1587,2508,768,Iris-versicolor,Iris-setosa
3174,1126,2304,768,Iris-versicolor,Iris-setosa
2508,1228,1689,512,Iris-versicolor,Iris-setosa
2355,1638,716,102,Iris-setosa,Iris-setosa
2406,1638,665,102,Iris-setosa,Iris-setosa
3072,1382,2611,819,Iris-versicolor,Iris-setosa
2611,1280,1536,563,Iris-versicolor,Iris-setosa
2611,1740,768,102,Iris-setosa,Iris-setosa
2252,1484,716,102,Iris-setosa,Iris-setosa
3225,1689,2406,819,Iris-versicolor,Iris-setosa
2867,1382,2150,665,Iris-versicolor,Iris-setosa
3225,1177,2252,665,Iris-versicolor,Iris-setosa
2918,2252,768,204,Iris-setosa,Iris-setosa
