property,property,property,property,actual,predicted
691,435,192,51,Iris-setosa,Iris-setosa
691,384,576,192,Iris-versicolor,Iris-setosa
640,422,179,25,Iris-setosa,Iris-setosa
691,499,166,51,Iris-setosa,Iris-setosa
755,384,537,192,Iris-versicolor,Iris-setosa
768,281,512,128,Iris-versicolor,Iris-setosa
742,332,512,153,Iris-versicolor,Iris-setosa
716,384,576,192,Iris-versicolor,Iris-setosa
627,396,192,12,Iris-setosa,Iris-setosa
640,448,204,76,Iris-setosa,Iris-setosa
716,371,460,166,Iris-versicolor,Iris-setosa
640,435,192,25,Iris-setosa,Iris-setosa
806,320,627,192,Iris-versicolor,Iris-setosa
832,358,588,192,Iris-versicolor,Iris-setosa
563,409,166,25,Iris-setosa,Iris-setosa
704,294,512,166,Iris-versicolor,Iris-setosa
704,332,563,153,Iris-versicolor,Iris-setosa
550,384,140,12,Iris-setosa,Iris-setosa
729,358,576,166,Iris-versicolor,Iris-setosa
742,345,499,153,Iris-versicolor,Iris-setosa
729,332,448,128,Iris-versicolor,Iris-setosa
601,409,204,25,Iris-setosa,Iris-setosa
614,435,204,25,Iris-setosa,Iris-setosa
665,448,192,25,Iris-setosa,Iris-setosa
844,371,588,166,Iris-versicolor,Iris-setosa
588,396,192,25,Iris-setosa,Iris-setosa
652,320,384,140,Iris-versicolor,Iris-setosa
857,384,640,217,Iris-versicolor,Iris-setosa
870,358,614,179,Iris-versicolor,Iris-setosa
563,371,179,25,Iris-setosa,Iris-setosa
716,320,499,140,Iris-versicolor,Iris-setosa
640,294,422,128,Iris-versicolor,Iris-setosa
665,435,179,25,Iris-setosa,Iris-setosa
665,345,499,179,Iris-versicolor,Iris-setosa
857,396,601,192,Iris-versicolor,Iris-setosa
819,371,550,166,Iris-versicolor,Iris-setosa
627,384,179,25,Iris-setosa,Iris-setosa
640,409,153,25,Iris-setosa,Iris-setosa
640,460,179,25,Iris-setosa,Iris-setosa
614,396,204,25,Iris-setosa,Iris-setosa
704,448,166,25,Iris-setosa,Iris-setosa
652,448,179,25,Iris-setosa,Iris-setosa
742,345,524,128,Iris-versicolor,Iris-setosa
729,563,192,51,Iris-setosa,Iris-setosa
652,486,204,25,Iris-setosa,Iris-setosa
614,435,243,25,Iris-setosa,Iris-setosa
588,409,179,25,Iris-setosa,Iris-setosa
819,409,576,192,Iris-versicolor,Iris-setosa
691,435,217,25,Iris-setosa,Iris-setosa
640,384,204,25,Iris-setosa,Iris-setosa
678,473,192,25,Iris-setosa,Iris-setosa
691,499,217,51,Iris-setosa,Iris-setosa
857,396,563,179,Iris-versicolor,Iris-setosa
780,384,588,179,Iris-versicolor,Iris-setosa
793,371,550,166,Iris-versicolor,Iris-setosa
652,486,192,38,Iris-setosa,Iris-setosa
755,409,614,230,Iris-versicolor,Iris-setosa
780,358,601,153,Iris-versicolor,Iris-setosa
793,281,576,192,Iris-versicolor,Iris-setosa
806,294,563,166,Iris-versicolor,Iris-setosa
652,448,179,38,Iris-setosa,Iris-setosa
640,435,204,51,Iris-setosa,Iris-setosa
652,486,243,51,Iris-setosa,Iris-setosa
704,307,486,140,Iris-versicolor,Iris-setosa
716,384,524,166,Iris-versicolor,Iris-setosa
729,384,537,153,Iris-versicolor,Iris-setosa
588,460,128,25,Iris-setosa,Iris-setosa
780,371,601,179,Iris-versicolor,Iris-setosa
563,384,166,25,Iris-setosa,Iris-setosa
627,396,192,12,Iris-setosa,Iris-setosa
768,345,652,204,Iris-versicolor,Iris-setosa
729,358,524,166,Iris-versicolor,Iris-setosa
729,371,537,166,Iris-versicolor,Iris-setosa
780,358,512,166,Iris-versicolor,Iris-setosa
640,256,448,128,Iris-versicolor,Iris-setosa
806,422,601,204,Iris-versicolor,Iris-setosa
729,486,217,38,Iris-setosa,Iris-setosa
652,422,217,64,Iris-setosa,Iris-setosa
588,435,179,38,Iris-setosa,Iris-setosa
768,435,576,204,Iris-versicolor,Iris-setosa
