property,property,property,property,actual,predicted
83,43,62,22,Iris-versicolor,Iris-versicolor
105,48,70,22,Iris-versicolor,Iris-versicolor
83,56,24,3,Iris-setosa,Iris-versicolor
78,49,24,1,Iris-setosa,Iris-versicolor
80,52,22,3,Iris-setosa,Iris-versicolor
88,36,64,20,Iris-versicolor,Iris-versicolor
80,36,52,16,Iris-versicolor,Iris-versicolor
91,44,65,20,Iris-versicolor,Iris-versicolor
105,46,73,20,Iris-versicolor,Iris-versicolor
91,41,56,16,Iris-versicolor,Iris-versicolor
75,51,20,3,Iris-setosa,Iris-versicolor
88,67,22,3,Iris-setosa,Iris-versicolor
107,49,70,22,Iris-versicolor,Iris-versicolor
110,49,78,24,Iris-versicolor,Iris-versicolor
81,60,30,6,Iris-setosa,Iris-versicolor
88,41,70,19,Iris-versicolor,Iris-versicolor
86,54,24,6,Iris-setosa,Iris-versicolor
86,62,27,6,Iris-setosa,Iris-versicolor
80,56,25,9,Iris-setosa,Iris-versicolor
83,65,24,1,Iris-setosa,Iris-versicolor
80,56,20,4,Iris-setosa,Iris-versicolor
81,60,25,3,Iris-setosa,Iris-versicolor
97,44,64,20,Iris-versicolor,Iris-versicolor
91,70,24,6,Iris-setosa,Iris-versicolor
91,48,67,19,Iris-versicolor,Iris-versicolor
89,43,67,20,Iris-versicolor,Iris-versicolor
76,54,25,3,Iris-setosa,Iris-versicolor
107,49,75,24,Iris-versicolor,Iris-versicolor
104,44,73,24,Iris-versicolor,Iris-versicolor
100,36,70,20,Iris-versicolor,Iris-versicolor
97,48,73,22,Iris-versicolor,Iris-versicolor
83,54,22,3,Iris-setosa,Iris-versicolor
70,51,20,3,Iris-setosa,Iris-versicolor
108,44,76,22,Iris-versicolor,Iris-versicolor
97,44,75,19,Iris-versicolor,Iris-versicolor
100,52,75,25,Iris-versicolor,Iris-versicolor
96,35,64,16,Iris-versicolor,Iris-versicolor
86,54,27,3,Iris-setosa,Iris-versicolor
81,60,24,4,Iris-setosa,Iris-versicolor
96,54,72,25,Iris-versicolor,Iris-versicolor
73,49,24,3,Iris-setosa,Iris-versicolor
81,56,22,3,Iris-setosa,Iris-versicolor
88,56,20,3,Iris-setosa,Iris-versicolor
73,54,22,4,Iris-setosa,Iris-versicolor
96,46,72,24,Iris-versicolor,Iris-versicolor
92,64,19,3,Iris-setosa,Iris-versicolor
78,49,24,1,Iris-setosa,Iris-versicolor
76,54,30,3,Iris-setosa,Iris-versicolor
89,48,65,20,Iris-versicolor,Iris-versicolor
112,51,75,22,Iris-versicolor,Iris-versicolor
84,59,24,3,Iris-setosa,Iris-versicolor
80,54,25,6,Iris-setosa,Iris-versicolor
76,48,22,1,Iris-setosa,Iris-versicolor
88,38,60,17,Iris-versicolor,Iris-versicolor
80,51,19,3,Iris-setosa,Iris-versicolor
94,51,76,28,Iris-versicolor,Iris-versicolor
94,48,67,24,Iris-versicolor,Iris-versicolor
86,62,20,6,Iris-setosa,Iris-versicolor
89,40,62,17,Iris-versicolor,Iris-versicolor
76,49,25,3,Iris-setosa,Iris-versicolor
102,46,68,20,Iris-versicolor,Iris-versicolor
89,48,72,24,Iris-versicolor,Iris-versicolor
81,59,24,6,Iris-setosa,Iris-versicolor
92,41,64,19,Iris-versicolor,Iris-versicolor
91,60,27,4,Iris-setosa,Iris-versicolor
72,36,20,4,Iris-setosa,Iris-versicolor
91,44,72,20,Iris-versicolor,Iris-versicolor
97,46,75,22,Iris-versicolor,Iris-versicolor
70,48,20,3,Iris-setosa,Iris-versicolor
68,48,17,1,Iris-setosa,Iris-versicolor
81,40,48,17,Iris-versicolor,Iris-versicolor
80,57,22,3,Iris-setosa,Iris-versicolor
88,38,59,16,Iris-versicolor,Iris-versicolor
96,43,81,25,Iris-versicolor,Iris-versicolor
78,38,52,16,Iris-versicolor,Iris-versicolor
102,51,72,24,Iris-versicolor,Iris-versicolor
81,56,22,4,Iris-setosa,Iris-versicolor
80,54,24,3,Iris-setosa,Iris-versicolor
80,32,56,16,Iris-versicolor,Iris-versicolor
92,43,65,16,Iris-versicolor,Iris-versicolor
