property,property,property,property,actual,predicted
255,255,192,51,Iris-setosa,Iris-setosa
255,255,204,25,Iris-setosa,Iris-setosa
255,255,179,25,Iris-setosa,Iris-setosa
255,255,153,25,Iris-setosa,Iris-setosa
255,255,204,51,Iris-setosa,Iris-setosa
255,255,128,25,Iris-setosa,Iris-setosa
255,255,255,166,Iris-versicolor,Iris-setosa
255,255,204,25,Iris-setosa,Iris-setosa
255,255,255,140,Iris-versicolor,Iris-setosa
255,255,255,166,Iris-versicolor,Iris-setosa
255,255,192,25,Iris-setosa,Iris-setosa
255,255,255,192,Iris-versicolor,Iris-setosa
255,255,179,12,Iris-setosa,Iris-setosa
255,255,255,204,Iris-versicolor,Iris-setosa
255,255,217,38,Iris-setosa,Iris-setosa
255,255,255,128,Iris-versicolor,Iris-setosa
255,255,192,12,Iris-setosa,Iris-setosa
255,255,192,25,Iris-setosa,Iris-setosa
255,255,255,192,Iris-versicolor,Iris-setosa
255,255,204,25,Iris-setosa,Iris-setosa
255,255,255,153,Iris-versicolor,Iris-setosa
255,255,255,153,Iris-versicolor,Iris-setosa
255,255,255,192,Iris-versicolor,Iris-setosa
255,255,255,217,Iris-versicolor,Iris-setosa
255,255,179,25,Iris-setosa,Iris-setosa
255,255,255,179,Iris-versicolor,Iris-setosa
255,255,192,51,Iris-setosa,Iris-setosa
255,255,166,38,Iris-setosa,Iris-setosa
255,255,192,25,Iris-setosa,Iris-setosa
255,255,255,204,Iris-versicolor,Iris-setosa
255,255,255,179,Iris-versicolor,Iris-setosa
255,255,255,230,Iris-versicolor,Iris-setosa
255,255,179,25,Iris-setosa,Iris-setosa
255,255,192,12,Iris-setosa,Iris-setosa
255,255,255,153,Iris-versicolor,Iris-setosa
255,255,179,25,Iris-setosa,Iris-setosa
255,255,255,166,Iris-versicolor,Iris-setosa
255,255,140,12,Iris-setosa,Iris-setosa
255,255,255,192,Iris-versicolor,Iris-setosa
255,255,166,25,Iris-setosa,Iris-setosa
255,255,255,128,Iris-versicolor,Iris-setosa
255,255,255,153,Iris-versicolor,Iris-setosa
255,255,255,204,Iris-versicolor,Iris-setosa
255,255,192,12,Iris-setosa,Iris-setosa
255,255,179,25,Iris-setosa,Iris-setosa
255,255,255,192,Iris-versicolor,Iris-setosa
255,255,179,25,Iris-setosa,Iris-setosa
255,255,217,51,Iris-setosa,Iris-setosa
255,255,204,76,Iris-setosa,Iris-setosa
255,255,166,25,Iris-setosa,Iris-setosa
255,255,255,140,Iris-versicolor,Iris-setosa
255,255,255,192,Iris-versicolor,Iris-setosa
255,255,255,153,Iris-versicolor,Iris-setosa
255,255,255,166,Iris-versicolor,Iris-setosa
255,255,255,179,Iris-versicolor,Iris-setosa
255,255,179,38,Iris-setosa,Iris-setosa
255,255,255,166,Iris-versicolor,Iris-setosa
255,255,255,166,Iris-versicolor,Iris-setosa
255,255,255,166,Iris-versicolor,Iris-setosa
255,255,255,192,Iris-versicolor,Iris-setosa
255,255,243,25,Iris-setosa,Iris-setosa
255,255,192,51,Iris-setosa,Iris-setosa
255,255,179,38,Iris-setosa,Iris-setosa
255,255,166,51,Iris-setosa,Iris-setosa
255,255,255,128,Iris-versicolor,Iris-setosa
255,255,255,166,Iris-versicolor,Iris-setosa
255,255,192,38,Iris-setosa,Iris-setosa
255,255,255,179,Iris-versicolor,Iris-setosa
255,255,255,128,Iris-versicolor,Iris-setosa
255,255,153,25,Iris-setosa,Iris-setosa
255,255,255,166,Iris-versicolor,Iris-setosa
255,255,255,166,Iris-versicolor,Iris-setosa
255,255,192,25,Iris-setosa,Iris-setosa
255,255,255,192,Iris-versicolor,Iris-setosa
255,255,217,64,Iris-setosa,Iris-setosa
255,255,255,140,Iris-versicolor,Iris-setosa
255,255,166,25,Iris-setosa,Iris-setosa
255,255,192,25,Iris-setosa,Iris-setosa
255,255,255,166,Iris-versicolor,Iris-setosa
255,255,192,12,Iris-setosa,Iris-setosa
