property,property,property,property,actual,predicted
4915.2,3481.6,1638.4,204.8,Iris-setosa,Iris-setosa
5120,3379.2,1433.6,204.8,Iris-setosa,Iris-setosa
6246.4,2867.2,4096,1331.2,Iris-versicolor,Iris-versicolor
5836.8,4505.6,1536,409.6,Iris-setosa,Iris-setosa
4403.2,3072,1126.4,102.4,Iris-setosa,Iris-setosa
5632,2457.6,3788.8,1024,Iris-versicolor,Iris-versicolor
5120,3072,1638.4,204.8,Iris-setosa,Iris-setosa
5222.4,2560,3072,1126.4,Iris-versicolor,Iris-versicolor
6348.8,2969.6,4403.2,1331.2,Iris-versicolor,Iris-versicolor
5734.4,2764.8,4300.8,1331.2,Iris-versicolor,Iris-versicolor
6144,3481.6,4608,1638.4,Iris-versicolor,Iris-versicolor
4505.6,3276.8,1331.2,204.8,Iris-setosa,Iris-setosa
5120,2048,3584,1024,Iris-versicolor,Iris-versicolor
6041.6,3072,4300.8,1536,Iris-versicolor,Iris-versicolor
4505.6,2969.6,1433.6,204.8,Iris-setosa,Iris-setosa
5017.6,3174.4,1536,102.4,Iris-setosa,Iris-setosa
5120,3584,1638.4,614.4,Iris-setosa,Iris-setosa
4915.2,3072,1433.6,102.4,Iris-setosa,Iris-setosa
5222.4,3788.8,1536,409.6,Iris-setosa,Iris-setosa
5734.4,3072,4608,1536,Iris-versicolor,Iris-versicolor
5939.2,4096,1228.8,204.8,Iris-setosa,Iris-setosa
5120,3276.8,1228.8,204.8,Iris-setosa,Iris-setosa
5324.8,3481.6,1433.6,204.8,Iris-setosa,Iris-setosa
6758.4,3072,4505.6,1433.6,Iris-versicolor,Iris-versicolor
5120,2355.2,3379.2,1024,Iris-versicolor,Iris-versicolor
5632,3584,1331.2,204.8,Iris-setosa,Iris-setosa
4915.2,3481.6,1945.6,204.8,Iris-setosa,Iris-setosa
4608,2355.2,1331.2,307.2,Iris-setosa,Iris-setosa
5529.6,3788.8,1536,204.8,Iris-setosa,Iris-setosa
4710.4,3686.4,1024,204.8,Iris-setosa,Iris-setosa
4710.4,3276.8,1433.6,204.8,Iris-setosa,Iris-setosa
5836.8,2662.4,3584,1024,Iris-versicolor,Iris-versicolor
4505.6,3072,1331.2,204.8,Iris-setosa,Iris-setosa
5632,2560,4096,1331.2,Iris-versicolor,Iris-versicolor
5222.4,3891.2,1638.4,204.8,Iris-setosa,Iris-setosa
5017.6,3174.4,1536,102.4,Iris-setosa,Iris-setosa
6553.6,3276.8,4608,1536,Iris-versicolor,Iris-versicolor
5836.8,2867.2,4608,1331.2,Iris-versicolor,Iris-versicolor
5529.6,3481.6,1536,409.6,Iris-setosa,Iris-setosa
6144,2252.8,4096,1024,Iris-versicolor,Iris-versicolor
6144,2764.8,5222.4,1638.4,Iris-versicolor,Iris-versicolor
4710.4,3481.6,1433.6,307.2,Iris-setosa,Iris-setosa
4710.4,3174.4,1536,204.8,Iris-setosa,Iris-setosa
5836.8,2867.2,4198.4,1331.2,Iris-versicolor,Iris-versicolor
6246.4,2969.6,4812.8,1433.6,Iris-versicolor,Iris-versicolor
6451.2,2355.2,4505.6,1331.2,Iris-versicolor,Iris-versicolor
5734.4,2560,3993.6,1126.4,Iris-versicolor,Iris-versicolor
4915.2,3072,1433.6,307.2,Iris-setosa,Iris-setosa
5222.4,3891.2,1536,307.2,Iris-setosa,Iris-setosa
5529.6,3993.6,1740.8,409.6,Iris-setosa,Iris-setosa
6860.8,3174.4,4812.8,1536,Iris-versicolor,Iris-versicolor
5836.8,3072,4300.8,1228.8,Iris-versicolor,Iris-versicolor
6041.6,3276.8,4915.2,1843.2,Iris-versicolor,Iris-versicolor
5734.4,3072,4198.4,1331.2,Iris-versicolor,Iris-versicolor
4812.8,3276.8,1638.4,204.8,Iris-setosa,Iris-setosa
7168,3276.8,4812.8,1433.6,Iris-versicolor,Iris-versicolor
6451.2,3379.2,4812.8,1638.4,Iris-versicolor,Iris-versicolor
6451.2,2560,5017.6,1536,Iris-versicolor,Iris-versicolor
5324.8,3584,1536,204.8,Iris-setosa,Iris-setosa
5222.4,3584,1433.6,307.2,Iris-setosa,Iris-setosa
6144,2969.6,4608,1536,Iris-versicolor,Iris-versicolor
5836.8,3891.2,1740.8,307.2,Iris-setosa,Iris-setosa
5529.6,3993.6,1331.2,409.6,Iris-setosa,Iris-setosa
4812.8,3276.8,1331.2,204.8,Iris-setosa,Iris-setosa
5017.6,3174.4,1536,102.4,Iris-setosa,Iris-setosa
6246.4,2867.2,4812.8,1228.8,Iris-versicolor,Iris-versicolor
6656,2867.2,4710.4,1536,Iris-versicolor,Iris-versicolor
6758.4,2969.6,4710.4,1331.2,Iris-versicolor,Iris-versicolor
5222.4,3891.2,1945.6,409.6,Iris-setosa,Iris-setosa
5017.6,3072,1433.6,204.8,Iris-setosa,Iris-setosa
5427.2,3788.8,1536,204.8,Iris-setosa,Iris-setosa
6553.6,2969.6,4403.2,1331.2,Iris-versicolor,Iris-versicolor
5222.4,3584,1433.6,204.8,Iris-setosa,Iris-setosa
6348.8,2252.8,4608,1536,Iris-versicolor,Iris-versicolor
6860.8,3174.4,4505.6,1433.6,Iris-versicolor,Iris-versicolor
5939.2,2764.8,4198.4,1024,Iris-versicolor,Iris-versicolor
5324.8,2764.8,3993.6,1433.6,Iris-versicolor,Iris-versicolor
6246.4,3072,4710.4,1433.6,Iris-versicolor,Iris-versicolor
5836.8,2969.6,4300.8,1331.2,Iris-versicolor,Iris-versicolor
5324.8,4198.4,1536,102.4,Iris-setosa,Iris-setosa
