property,property,property,property,actual,predicted
96,54,72,25,Iris-versicolor,Iris-setosa
81,56,22,3,Iris-setosa,Iris-setosa
80,32,56,16,Iris-versicolor,Iris-setosa
78,48,22,3,Iris-setosa,Iris-setosa
80,56,25,9,Iris-setosa,Iris-setosa
81,54,24,3,Iris-setosa,Iris-setosa
91,46,67,20,Iris-versicolor,Iris-setosa
92,43,62,19,Iris-versicolor,Iris-setosa
89,43,67,20,Iris-versicolor,Iris-setosa
81,60,24,4,Iris-setosa,Iris-setosa
68,48,17,1,Iris-setosa,Iris-setosa
88,36,64,20,Iris-versicolor,Iris-setosa
70,46,22,3,Iris-setosa,Iris-setosa
86,54,24,6,Iris-setosa,Iris-setosa
100,52,75,25,Iris-versicolor,Iris-setosa
78,49,24,1,Iris-setosa,Iris-setosa
91,44,72,20,Iris-versicolor,Iris-setosa
80,56,20,4,Iris-setosa,Iris-setosa
88,40,64,20,Iris-versicolor,Iris-setosa
96,35,64,16,Iris-versicolor,Iris-setosa
80,51,19,3,Iris-setosa,Iris-setosa
81,56,22,4,Iris-setosa,Iris-setosa
76,48,22,4,Iris-setosa,Iris-setosa
107,49,70,22,Iris-versicolor,Iris-setosa
96,46,72,24,Iris-versicolor,Iris-setosa
89,46,57,20,Iris-versicolor,Iris-setosa
78,38,52,16,Iris-versicolor,Iris-setosa
107,48,80,27,Iris-versicolor,Iris-setosa
81,60,30,6,Iris-setosa,Iris-setosa
110,49,78,24,Iris-versicolor,Iris-setosa
73,49,24,3,Iris-setosa,Iris-setosa
86,59,24,3,Iris-setosa,Iris-setosa
83,65,24,1,Iris-setosa,Iris-setosa
75,51,20,3,Iris-setosa,Iris-setosa
89,48,72,24,Iris-versicolor,Iris-setosa
86,48,72,24,Iris-versicolor,Iris-setosa
97,44,75,19,Iris-versicolor,Iris-setosa
73,51,22,3,Iris-setosa,Iris-setosa
81,40,48,17,Iris-versicolor,Iris-setosa
80,36,52,16,Iris-versicolor,Iris-setosa
105,46,73,20,Iris-versicolor,Iris-setosa
102,46,68,20,Iris-versicolor,Iris-setosa
73,54,22,4,Iris-setosa,Iris-setosa
107,49,75,24,Iris-versicolor,Iris-setosa
92,43,65,16,Iris-versicolor,Iris-setosa
76,48,22,1,Iris-setosa,Iris-setosa
100,40,78,24,Iris-versicolor,Iris-setosa
76,49,25,3,Iris-setosa,Iris-setosa
70,48,20,3,Iris-setosa,Iris-setosa
89,40,62,17,Iris-versicolor,Iris-setosa
86,54,27,3,Iris-setosa,Iris-setosa
88,56,20,3,Iris-setosa,Iris-setosa
76,54,25,3,Iris-setosa,Iris-setosa
72,36,20,4,Iris-setosa,Iris-setosa
91,48,67,19,Iris-versicolor,Iris-setosa
97,44,64,20,Iris-versicolor,Iris-setosa
83,56,24,3,Iris-setosa,Iris-setosa
89,48,65,20,Iris-versicolor,Iris-setosa
81,52,27,8,Iris-setosa,Iris-setosa
105,48,70,22,Iris-versicolor,Iris-setosa
80,54,25,6,Iris-setosa,Iris-setosa
91,70,24,6,Iris-setosa,Iris-setosa
97,46,75,22,Iris-versicolor,Iris-setosa
80,54,24,3,Iris-setosa,Iris-setosa
83,54,22,3,Iris-setosa,Iris-setosa
88,38,60,17,Iris-versicolor,Iris-setosa
86,62,27,6,Iris-setosa,Iris-setosa
80,57,22,3,Iris-setosa,Iris-setosa
91,41,56,16,Iris-versicolor,Iris-setosa
86,62,20,6,Iris-setosa,Iris-setosa
81,60,25,3,Iris-setosa,Iris-setosa
88,38,59,16,Iris-versicolor,Iris-setosa
75,51,25,3,Iris-setosa,Iris-setosa
92,41,64,19,Iris-versicolor,Iris-setosa
88,41,70,19,Iris-versicolor,Iris-setosa
94,48,67,24,Iris-versicolor,Iris-setosa
104,44,73,24,Iris-versicolor,Iris-setosa
78,49,24,1,Iris-setosa,Iris-setosa
112,51,75,22,Iris-versicolor,Iris-setosa
99,35,72,24,Iris-versicolor,Iris-setosa
